Temps;Vitesse du véhicule;Tension batterie de traction;Etat de charge de la batterie de traction;Demande de force aux roues lorsque la consigne du groupe motopropulseur est égal à zéro;Température bac de la batterie de traction;Courant batterie de traction mesuré par LBC
Temps;M-02-00;M-38-00;M-39-00;M-44-00;M-37-00;M-1B-00
sec;km/h;Volt;%;Nm;°C;A
1364,706;70,0;368,50;76,5;-18198;18;-31,90
1364,754;70,0;368,50;76,5;-18199;18;-31,90
1364,802;70,0;368,50;76,5;-18199;18;-31,90
1364,850;70,0;368,50;76,5;-18199;18;-33,90
1364,898;70,0;368,50;76,5;-18199;18;-33,90
1364,946;70,0;368,00;76,5;-18199;18;-33,90
1364,994;70,0;368,00;76,5;-18199;18;-33,90
1365,042;70,0;368,00;76,5;-18200;18;-33,90
1365,090;70,0;368,00;76,5;-18200;18;-33,90
1365,138;70,0;368,00;76,5;-18200;18;-37,65
1365,174;70,2;368,00;76,5;-18200;18;-37,65
1365,221;70,2;367,50;76,5;-18200;18;-37,65
1365,268;70,2;367,50;76,5;-18200;18;-37,65
1365,315;70,2;367,50;76,5;-18197;18;-37,65
1365,362;70,2;367,50;76,5;-18197;18;-37,65
1365,410;70,2;367,50;76,5;-18197;18;-39,65
1365,458;70,3;367,50;76,5;-18197;18;-39,65
1365,506;70,3;368,00;76,5;-18197;18;-39,65
1365,554;70,3;368,00;76,5;-18197;18;-39,65
1365,602;70,3;368,00;76,5;-18195;18;-39,65
1365,651;70,3;368,00;76,5;-18195;18;-39,65
1365,698;70,3;368,00;76,5;-18195;18;-30,90
1365,747;70,5;368,00;76,5;-18195;18;-30,90
1365,794;70,5;368,50;76,5;-18195;18;-30,90
1365,842;70,5;368,50;76,5;-18195;18;-30,90
1365,890;70,5;368,50;76,5;-18192;18;-30,90
1365,938;70,5;368,50;76,5;-18192;18;-30,90
1365,986;70,5;368,50;76,5;-18192;18;-25,40
1366,033;70,7;368,50;76,5;-18192;18;-25,40
1366,082;70,7;369,00;76,5;-18192;18;-25,40
1366,131;70,7;369,00;76,5;-18192;18;-25,40
1366,177;70,7;369,00;76,5;-18190;18;-25,40
1366,225;70,7;369,00;76,5;-18190;18;-25,40
1366,274;70,7;369,00;76,5;-18190;18;-20,90
1366,321;70,6;369,00;76,5;-18190;18;-20,90
1366,370;70,6;369,50;76,5;-18190;18;-20,90
1366,418;70,6;369,50;76,5;-18190;18;-20,90
1366,466;70,6;369,50;76,5;-18191;18;-20,90
1366,514;70,6;369,50;76,5;-18191;18;-20,90
1366,561;70,6;369,50;76,5;-18191;18;-18,15
1366,609;70,5;369,50;76,5;-18191;18;-18,15
1366,656;70,5;370,00;76,5;-18191;18;-18,15
1366,706;70,5;370,00;76,4;-18191;18;-18,15
1366,754;70,5;370,00;76,4;-18191;18;-18,15
1366,802;70,5;370,00;76,4;-18191;18;-18,15
1366,850;70,5;370,00;76,4;-18191;18;-17,65
1366,898;70,6;370,00;76,4;-18191;18;-17,65
1366,945;70,6;369,50;76,4;-18191;18;-17,65
1366,994;70,6;369,50;76,4;-18191;18;-17,65
1367,042;70,6;369,50;76,4;-18191;18;-17,65
1367,091;70,6;369,50;76,4;-18191;18;-17,65
1367,139;70,6;369,50;76,4;-18191;18;-16,65
1367,186;70,7;369,50;76,4;-18191;18;-16,65
1367,233;70,7;370,00;76,4;-18191;18;-16,65
1367,281;70,7;370,00;76,4;-18191;18;-16,65
1367,327;70,7;370,00;76,4;-18190;18;-16,65
1367,361;70,7;370,00;76,4;-18190;18;-16,65
1367,410;70,7;370,00;76,4;-18190;18;-15,15
1367,458;70,5;370,00;76,4;-18190;18;-15,15
1367,505;70,5;370,00;76,4;-18190;18;-15,15
1367,554;70,5;370,00;76,4;-18190;18;-15,15
1367,602;70,5;370,00;76,4;-18191;18;-15,15
1367,650;70,5;370,00;76,4;-18191;18;-15,15
1367,698;70,5;370,00;76,4;-18191;18;-13,90
1367,746;70,6;370,00;76,4;-18191;18;-13,90
1367,793;70,6;370,00;76,4;-18191;18;-13,90
1367,840;70,6;370,00;76,4;-18191;18;-13,90
1367,888;70,6;370,00;76,4;-18190;18;-13,90
1367,933;70,6;370,00;76,4;-18190;18;-13,90
1367,980;70,6;370,00;76,4;-18190;18;-13,15
1368,026;70,5;370,00;76,4;-18190;18;-13,15
1368,066;70,5;370,00;76,4;-18190;18;-13,15
1368,114;70,5;370,00;76,4;-18190;18;-13,15
1368,161;70,5;370,00;76,4;-18193;18;-13,15
1368,210;70,5;370,00;76,4;-18193;18;-13,15
1368,257;70,5;370,00;76,4;-18193;18;-9,90
1368,306;70,4;370,00;76,4;-18193;18;-9,90
1368,354;70,4;370,00;76,4;-18193;18;-9,90
1368,401;70,4;370,00;76,4;-18193;18;-9,90
1368,450;70,4;370,00;76,4;-18194;18;-9,90
1368,498;70,4;370,00;76,4;-18194;18;-9,90
1368,546;70,4;370,00;76,4;-18194;18;-16,40
1368,594;70,3;370,00;76,4;-18194;18;-16,40
1368,641;70,3;370,00;76,4;-18194;18;-16,40
1368,690;70,3;370,00;76,4;-18194;18;-16,40
1368,736;70,3;370,00;76,4;-18195;18;-16,40
1368,786;70,3;370,00;76,4;-18195;18;-16,40
1368,831;70,3;370,00;76,4;-18195;18;-13,65
1368,881;70,4;370,00;76,4;-18195;18;-13,65
1368,930;70,4;369,50;76,4;-18195;18;-13,65
1368,977;70,4;369,50;76,4;-18195;18;-13,65
1369,026;70,4;369,50;76,4;-18194;18;-13,65
1369,074;70,4;369,50;76,4;-18194;18;-13,65
1369,121;70,4;369,50;76,4;-18194;18;-13,65
1369,170;70,3;369,50;76,4;-18194;18;-13,65
1369,218;70,3;369,50;76,4;-18194;18;-13,65
1369,266;70,3;369,50;76,4;-18194;18;-13,65
1369,313;70,3;369,50;76,4;-18195;18;-13,65
1369,361;70,3;369,50;76,4;-18195;18;-13,65
1369,411;70,3;369,50;76,4;-18195;18;-13,15
1369,458;70,4;369,50;76,4;-18195;18;-13,15
1369,507;70,4;370,00;76,4;-18195;18;-13,15
1369,554;70,4;370,00;76,4;-18195;18;-13,15
1369,602;70,4;370,00;76,4;-18194;18;-13,15
1369,650;70,4;370,00;76,4;-18194;18;-13,15
1369,698;70,4;370,00;76,4;-18194;18;-15,65
1369,745;70,4;370,00;76,4;-18194;18;-15,65
1369,794;70,4;370,00;76,4;-18194;18;-15,65
1369,842;70,4;370,00;76,4;-18194;18;-15,65
1369,890;70,4;370,00;76,4;-18194;18;-15,65
1369,953;70,4;370,00;76,4;-18194;18;-15,65
1369,999;70,4;370,00;76,4;-18194;18;-10,65
1370,050;70,5;370,00;76,4;-18194;18;-10,65
1370,083;70,5;370,50;76,4;-18194;18;-10,65
1370,130;70,5;370,50;76,4;-18194;18;-10,65
1370,178;70,5;370,50;76,4;-18192;18;-10,65
1370,225;70,5;370,50;76,4;-18192;18;-10,65
1370,274;70,5;370,50;76,4;-18192;18;-9,90
1370,322;70,5;370,50;76,4;-18192;18;-9,90
1370,370;70,5;370,50;76,4;-18192;18;-9,90
1370,402;70,5;370,50;76,4;-18192;18;-9,90
1370,450;70,5;370,50;76,4;-18193;18;-9,90
1370,498;70,5;370,50;76,4;-18193;18;-9,90
1370,545;70,5;370,50;76,4;-18193;18;-7,90
1370,591;70,5;370,50;76,4;-18193;18;-7,90
1370,637;70,5;370,50;76,4;-18193;18;-7,90
1370,683;70,5;370,50;76,4;-18193;18;-7,90
1370,722;70,5;370,50;76,4;-18191;18;-7,90
1370,770;70,5;370,50;76,4;-18191;18;-7,90
1370,817;70,5;370,50;76,4;-18191;18;-6,90
1370,866;70,5;370,50;76,4;-18191;18;-6,90
1370,915;70,5;370,50;76,4;-18191;18;-6,90
1370,962;70,5;370,50;76,4;-18191;18;-6,90
1371,010;70,5;370,50;76,4;-18192;18;-6,90
1371,058;70,5;370,50;76,4;-18192;18;-6,90
1371,104;70,5;370,50;76,4;-18192;18;-3,90
1371,151;70,5;370,50;76,4;-18192;18;-3,90
1371,198;70,5;370,50;76,4;-18192;18;-3,90
1371,244;70,5;370,50;76,4;-18192;18;-3,90
1371,290;70,5;370,50;76,4;-18192;18;-3,90
1371,339;70,5;370,50;76,4;-18192;18;-3,90
1371,378;70,5;370,50;76,4;-18192;18;-2,15
1371,425;70,4;370,50;76,4;-18192;18;-2,15
1371,474;70,4;371,00;76,4;-18192;18;-2,15
1371,522;70,4;371,00;76,4;-18192;18;-2,15
1371,569;70,4;371,00;76,4;-18195;18;-2,15
1371,618;70,4;371,00;76,4;-18195;18;-2,15
1371,666;70,4;371,00;76,4;-18195;18;-3,15
1371,714;70,3;371,00;76,4;-18195;18;-3,15
1371,760;70,3;371,00;76,4;-18195;18;-3,15
1371,807;70,3;371,00;76,4;-18195;18;-3,15
1371,854;70,3;371,00;76,4;-18196;18;-3,15
1371,901;70,3;371,00;76,4;-18196;18;-3,15
1371,948;70,3;371,00;76,4;-18196;18;-4,65
1371,994;70,3;371,00;76,4;-18196;18;-4,65
1372,034;70,3;370,00;76,4;-18196;18;-4,65
1372,082;70,3;370,00;76,4;-18196;18;-4,65
1372,130;70,3;370,00;76,4;-18195;18;-4,65
1372,179;70,3;370,00;76,4;-18195;18;-4,65
1372,225;70,3;370,00;76,4;-18195;18;-7,90
1372,272;70,2;370,00;76,4;-18195;18;-7,90
1372,317;70,2;371,00;76,4;-18195;18;-7,90
1372,363;70,2;371,00;76,4;-18195;18;-7,90
1372,410;70,2;371,00;76,4;-18197;18;-7,90
1372,456;70,2;371,00;76,4;-18197;18;-7,90
1372,504;70,2;371,00;76,4;-18197;18;-7,40
1372,552;70,2;371,00;76,4;-18197;18;-7,40
1372,598;70,2;370,50;76,4;-18197;18;-7,40
1372,645;70,2;370,50;76,4;-18197;18;-7,40
1372,691;70,2;370,50;76,4;-18198;18;-7,40
1372,737;70,2;370,50;76,4;-18198;18;-7,40
1372,786;70,2;370,50;76,4;-18198;18;-8,65
1372,833;70,1;370,50;76,4;-18198;18;-8,65
1372,880;70,1;370,50;76,4;-18198;18;-8,65
1372,911;70,1;370,50;76,4;-18198;18;-8,65
1372,958;70,1;370,50;76,4;-18199;18;-8,65
1373,005;70,1;370,50;76,4;-18199;18;-8,65
1373,053;70,1;370,50;76,4;-18199;18;-14,40
1373,100;70,1;370,50;76,4;-18199;18;-14,40
1373,148;70,1;370,00;76,4;-18199;18;-14,40
1373,194;70,1;370,00;76,4;-18199;18;-14,40
1373,241;70,1;370,00;76,4;-18200;18;-14,40
1373,289;70,1;370,00;76,4;-18200;18;-14,40
1373,336;70,1;370,00;76,4;-18200;18;-9,65
1373,378;70,0;370,00;76,4;-18200;18;-9,65
1373,425;70,0;370,00;76,4;-18200;18;-9,65
1373,474;70,0;370,00;76,4;-18200;18;-9,65
1373,522;70,0;370,00;76,4;-18200;18;-9,65
1373,570;70,0;370,00;76,4;-18200;18;-9,65
1373,618;70,0;370,00;76,4;-18200;18;-14,90
1373,666;70,0;370,00;76,4;-18200;18;-14,90
1373,713;70,0;370,50;76,4;-18200;18;-14,90
1373,760;70,0;370,50;76,4;-18200;18;-14,90
1373,807;70,0;370,50;76,4;-18200;18;-14,90
1373,853;70,0;370,50;76,4;-18200;18;-14,90
1373,900;70,0;370,50;76,4;-18200;18;-16,15
1373,947;70,0;370,50;76,4;-18200;18;-16,15
1373,993;70,0;370,50;76,4;-18200;18;-16,15
1374,034;70,0;370,50;76,4;-18200;18;-16,15
1374,082;70,0;370,50;76,4;-18199;18;-16,15
1374,130;70,0;370,50;76,4;-18199;18;-16,15
1374,178;70,0;370,50;76,4;-18199;18;-15,90
1374,226;70,0;370,50;76,4;-18199;18;-15,90
1374,274;70,0;370,00;76,4;-18199;18;-15,90
1374,321;70,0;370,00;76,4;-18199;18;-15,90
1374,368;70,0;370,00;76,4;-18200;18;-15,90
1374,414;70,0;370,00;76,4;-18200;18;-15,90
1374,461;70,0;370,00;76,4;-18200;18;-15,65
1374,509;70,0;370,00;76,4;-18200;18;-15,65
1374,557;70,0;370,00;76,4;-18200;18;-15,65
1374,603;70,0;370,00;76,4;-18200;18;-15,65
1374,651;70,0;370,00;76,4;-18201;18;-15,65
1374,706;70,0;370,00;76,4;-18201;18;-15,65
1374,754;70,0;370,00;76,4;-18201;18;-16,90
1374,802;70,0;370,00;76,4;-18201;18;-16,90
1374,849;70,0;370,00;76,4;-18201;18;-16,90
1374,898;70,0;370,00;76,4;-18201;18;-16,90
1374,946;70,0;370,00;76,4;-18201;18;-16,90
1374,995;70,0;370,00;76,4;-18201;18;-16,90
1375,042;70,0;370,00;76,4;-18201;18;-18,90
1375,090;70,0;370,00;76,4;-18201;18;-18,90
1375,138;70,0;370,00;76,4;-18201;18;-18,90
1375,183;70,0;370,00;76,4;-18201;18;-18,90
1375,228;70,0;370,00;76,4;-18200;18;-18,90
1375,276;70,0;370,00;76,4;-18200;18;-18,90
1375,323;70,0;370,00;76,4;-18200;18;-20,15
1375,363;69,9;370,00;76,4;-18200;18;-20,15
1375,410;69,9;370,00;76,4;-18200;18;-20,15
1375,458;69,9;370,00;76,4;-18200;18;-20,15
1375,505;69,9;370,00;76,4;-18201;18;-20,15
1375,554;69,9;370,00;76,4;-18201;18;-20,15
1375,602;69,9;370,00;76,4;-18201;18;-20,15
1375,650;69,9;370,00;76,4;-18201;18;-20,15
1375,697;69,9;369,50;76,4;-18201;18;-20,15
1375,743;69,9;369,50;76,4;-18201;18;-20,15
1375,790;69,9;369,50;76,4;-18200;18;-20,15
1375,837;69,9;369,50;76,4;-18200;18;-20,15
1375,884;69,9;369,50;76,4;-18200;18;-22,40
1375,932;69,9;369,50;76,4;-18200;18;-22,40
1375,978;69,9;370,00;76,4;-18200;18;-22,40
1376,034;69,9;370,00;76,4;-18200;18;-22,40
1376,082;69,9;370,00;76,4;-18201;18;-22,40
1376,130;69,9;370,00;76,4;-18201;18;-22,40
1376,177;69,9;370,00;76,4;-18201;18;-22,40
1376,225;70,0;370,00;76,4;-18201;18;-22,40
1376,273;70,0;369,50;76,4;-18201;18;-22,40
1376,319;70,0;369,50;76,4;-18201;18;-22,40
1376,365;70,0;369,50;76,4;-18200;18;-22,40
1376,411;70,0;369,50;76,4;-18200;18;-22,40
1376,457;70,0;369,50;76,4;-18200;18;-22,90
1376,504;70,0;369,50;76,4;-18200;18;-22,90
1376,551;70,0;370,00;76,4;-18200;18;-22,90
1376,597;70,0;370,00;76,4;-18200;18;-22,90
1376,645;70,0;370,00;76,4;-18199;18;-22,90
1376,691;70,0;370,00;76,4;-18199;18;-22,90
1376,738;70,0;370,00;76,4;-18199;18;-22,65
1376,784;70,2;370,00;76,4;-18199;18;-22,65
1376,831;70,2;369,50;76,4;-18199;18;-22,65
1376,878;70,2;369,50;76,4;-18199;18;-22,65
1376,925;70,2;369,50;76,4;-18198;18;-22,65
1376,972;70,2;369,50;76,4;-18198;18;-22,65
1377,020;70,2;369,50;76,4;-18198;18;-20,65
1377,067;70,2;369,50;76,4;-18198;18;-20,65
1377,113;70,2;370,00;76,4;-18198;18;-20,65
1377,160;70,2;370,00;76,4;-18198;18;-20,65
1377,208;70,2;370,00;76,4;-18196;18;-20,65
1377,254;70,2;370,00;76,4;-18196;18;-20,65
1377,301;70,2;370,00;76,4;-18196;18;-17,40
1377,348;70,4;370,00;76,4;-18196;18;-17,40
1377,394;70,4;370,00;76,4;-18196;18;-17,40
1377,442;70,4;370,00;76,4;-18196;18;-17,40
1377,488;70,4;370,00;76,4;-18194;18;-17,40
1377,535;70,4;370,00;76,4;-18194;18;-17,40
1377,583;70,4;370,00;76,4;-18194;18;-13,65
1377,631;70,5;370,00;76,4;-18194;18;-13,65
1377,676;70,5;370,50;76,4;-18194;18;-13,65
1377,723;70,5;370,50;76,4;-18194;18;-13,65
1377,769;70,5;370,50;76,4;-18193;18;-13,65
1377,816;70,5;370,50;76,4;-18193;18;-13,65
1377,863;70,5;370,50;76,4;-18193;18;-7,90
1377,910;70,5;370,50;76,4;-18193;18;-7,90
1377,957;70,5;371,00;76,4;-18193;18;-7,90
1378,004;70,5;371,00;76,4;-18193;18;-7,90
1378,049;70,5;371,00;76,4;-18192;18;-7,90
1378,098;70,5;371,00;76,4;-18192;18;-7,90
1378,145;70,5;371,00;76,4;-18192;18;-6,40
1378,192;70,7;371,00;76,4;-18192;18;-6,40
1378,238;70,7;370,50;76,4;-18192;18;-6,40
1378,286;70,7;370,50;76,4;-18192;18;-6,40
1378,332;70,7;370,50;76,4;-18189;18;-6,40
1378,378;70,7;370,50;76,4;-18189;18;-6,40
1378,425;70,7;370,50;76,4;-18189;18;-2,15
1378,472;70,7;370,50;76,4;-18189;18;-2,15
1378,519;70,7;371,00;76,4;-18189;18;-2,15
1378,565;70,7;371,00;76,4;-18189;18;-2,15
1378,612;70,7;371,00;76,4;-18190;18;-2,15
1378,659;70,7;371,00;76,4;-18190;18;-2,15
1378,706;70,7;371,00;76,4;-18190;18;0,10
1378,753;70,6;371,00;76,4;-18190;18;0,10
1378,799;70,6;371,50;76,4;-18190;18;0,10
1378,846;70,6;371,50;76,4;-18190;18;0,10
1378,894;70,6;371,50;76,4;-18192;18;0,10
1378,940;70,6;371,50;76,4;-18192;18;0,10
1378,987;70,6;371,50;76,4;-18192;18;0,10
1379,034;70,5;371,50;76,4;-18192;18;0,10
1379,081;70,5;371,00;76,4;-18192;18;0,10
1379,127;70,5;371,00;76,4;-18192;18;0,10
1379,174;70,5;371,00;76,4;-18193;18;0,10
1379,234;70,5;371,00;76,4;-18193;18;0,10
1379,282;70,5;371,00;76,4;-18193;18;-0,65
1379,329;70,5;371,00;76,4;-18193;18;-0,65
1379,378;70,5;371,00;76,4;-18193;18;-0,65
1379,426;70,5;371,00;76,4;-18193;18;-0,65
1379,474;70,5;371,00;76,4;-18193;18;-0,65
1379,522;70,5;371,00;76,4;-18193;18;-0,65
1379,569;70,5;371,00;76,4;-18193;18;-1,15
1379,618;70,1;371,00;76,4;-18193;18;-1,15
1379,666;70,1;371,00;76,4;-18193;18;-1,15
1379,715;70,1;371,00;76,4;-18193;18;-1,15
1379,762;70,1;371,00;76,4;-18197;18;-1,15
1379,809;70,1;371,00;76,4;-18197;18;-1,15
1379,858;70,1;371,00;76,4;-18197;18;-3,15
1379,906;69,9;371,00;76,4;-18197;18;-3,15
1379,953;69,9;371,00;76,4;-18197;18;-3,15
1380,002;69,9;371,00;76,4;-18197;18;-3,15
1380,050;69,9;371,00;76,4;-18203;18;-3,15
1380,098;69,9;371,00;76,4;-18203;18;-3,15
1380,146;69,9;371,00;76,4;-18203;18;-10,15
1380,194;69,7;371,00;76,4;-18203;18;-10,15
1380,242;69,7;370,00;76,4;-18203;18;-10,15
1380,289;69,7;370,00;76,4;-18203;18;-10,15
1380,323;69,7;370,00;76,4;-18204;18;-10,15
1380,370;69,7;370,00;76,4;-18204;18;-10,15
1380,418;69,7;370,00;76,4;-18204;18;-19,15
1380,466;69,5;370,00;76,4;-18204;18;-19,15
1380,515;69,5;370,00;76,4;-18204;18;-19,15
1380,561;69,5;370,00;76,4;-18204;18;-19,15
1380,607;69,5;370,00;76,4;-18207;18;-19,15
1380,655;69,5;370,00;76,4;-18207;18;-19,15
1380,706;69,5;370,00;76,4;-18207;18;-26,40
1380,754;69,4;370,00;76,4;-18207;18;-26,40
1380,801;69,4;369,50;76,4;-18207;18;-26,40
1380,849;69,4;369,50;76,4;-18207;18;-26,40
1380,898;69,4;369,50;76,4;-18208;18;-26,40
1380,945;69,4;369,50;76,4;-18208;18;-26,40
1380,994;69,4;369,50;76,4;-18208;18;-34,40
1381,042;69,5;369,50;76,4;-18208;18;-34,40
1381,090;69,5;368,50;76,4;-18208;18;-34,40
1381,138;69,5;368,50;76,4;-18208;18;-34,40
1381,186;69,5;368,50;76,4;-18208;18;-34,40
1381,233;69,5;368,50;76,4;-18208;18;-34,40
1381,281;69,5;368,50;76,4;-18208;18;-37,40
1381,327;69,4;368,50;76,4;-18208;18;-37,40
1381,361;69,4;368,50;76,4;-18208;18;-37,40
1381,410;69,4;368,50;76,4;-18208;18;-37,40
1381,442;69,4;368,50;76,4;-18208;18;-37,40
1381,490;69,4;368,50;76,4;-18208;18;-37,40
1381,522;69,4;368,50;76,4;-18208;18;-39,15
1381,570;69,6;368,50;76,4;-18208;18;-39,15
1381,618;69,6;368,50;76,4;-18208;18;-39,15
1381,666;69,6;368,50;76,4;-18208;18;-39,15
1381,714;69,6;368,50;76,4;-18206;18;-39,15
1381,761;69,6;368,50;76,4;-18206;18;-39,15
1381,809;69,6;368,50;76,4;-18206;18;-39,15
1381,858;69,6;368,50;76,4;-18206;18;-39,15
1381,906;69,6;368,50;76,4;-18206;18;-39,15
1381,953;69,6;368,50;76,4;-18206;18;-39,15
1382,001;69,6;368,50;76,4;-18205;18;-39,15
1382,050;69,6;368,50;76,4;-18205;18;-39,15
1382,098;69,6;368,50;76,4;-18205;18;-38,40
1382,146;69,8;368,50;76,4;-18205;18;-38,40
1382,194;69,8;369,00;76,4;-18205;18;-38,40
1382,242;69,8;369,00;76,4;-18205;18;-38,40
1382,290;69,8;369,00;76,4;-18204;18;-38,40
1382,339;69,8;369,00;76,4;-18204;18;-38,40
1382,386;69,8;369,00;76,4;-18204;18;-36,90
1382,434;70,0;369,00;76,4;-18204;18;-36,90
1382,482;70,0;368,50;76,4;-18204;18;-36,90
1382,530;70,0;368,50;76,4;-18204;18;-36,90
1382,576;70,0;368,50;76,4;-18200;18;-36,90
1382,623;70,0;368,50;76,4;-18200;18;-36,90
1382,669;70,0;368,50;76,4;-18200;18;-34,65
1382,722;70,1;368,50;76,4;-18200;18;-34,65
1382,771;70,1;369,00;76,4;-18200;18;-34,65
1382,818;70,1;369,00;76,4;-18200;18;-34,65
1382,866;70,1;369,00;76,4;-18199;18;-34,65
1382,914;70,1;369,00;76,4;-18199;18;-34,65
1382,962;70,1;369,00;76,4;-18199;18;-30,15
1383,010;70,2;369,00;76,4;-18199;18;-30,15
1383,058;70,2;369,50;76,4;-18199;18;-30,15
1383,105;70,2;369,50;76,4;-18199;18;-30,15
1383,152;70,2;369,50;76,4;-18196;18;-30,15
1383,200;70,2;369,50;76,4;-18196;18;-30,15
1383,245;70,2;369,50;76,4;-18196;18;-27,90
1383,292;70,4;369,50;76,4;-18196;18;-27,90
1383,340;70,4;369,50;76,4;-18196;18;-27,90
1383,394;70,4;369,50;76,4;-18196;18;-27,90
1383,442;70,4;369,50;76,4;-18194;18;-27,90
1383,490;70,4;369,50;76,4;-18194;18;-27,90
1383,538;70,4;369,50;76,4;-18194;18;-22,65
1383,586;70,5;369,50;76,4;-18194;18;-22,65
1383,634;70,5;370,50;76,4;-18194;18;-22,65
1383,682;70,5;370,50;76,4;-18194;18;-22,65
1383,728;70,5;370,50;76,4;-18193;18;-22,65
1383,775;70,5;370,50;76,4;-18193;18;-22,65
1383,821;70,5;370,50;76,4;-18193;18;-17,90
1383,867;70,6;370,50;76,4;-18193;18;-17,90
1383,915;70,6;370,00;76,4;-18193;18;-17,90
1383,962;70,6;370,00;76,4;-18193;18;-17,90
1384,002;70,6;370,00;76,4;-18192;18;-17,90
1384,050;70,6;370,00;76,4;-18192;18;-17,90
1384,098;70,6;370,00;76,4;-18192;18;-14,40
1384,147;70,4;370,00;76,4;-18192;18;-14,40
1384,195;70,4;370,00;76,4;-18192;18;-14,40
1384,241;70,4;370,00;76,4;-18192;18;-14,40
1384,288;70,4;370,00;76,4;-18192;18;-14,40
1384,335;70,4;370,00;76,4;-18192;18;-14,40
1384,381;70,4;370,00;76,4;-18192;18;-14,90
1384,427;70,6;370,00;76,4;-18192;18;-14,90
1384,475;70,6;370,00;76,4;-18192;18;-14,90
1384,524;70,6;370,00;76,4;-18192;18;-14,90
1384,570;70,6;370,00;76,4;-18191;18;-14,90
1384,617;70,6;370,00;76,4;-18191;18;-14,90
1384,663;70,6;370,00;76,4;-18191;18;-11,65
1384,706;70,7;370,00;76,4;-18191;18;-11,65
1384,754;70,7;370,50;76,4;-18191;18;-11,65
1384,801;70,7;370,50;76,4;-18191;18;-11,65
1384,849;70,7;370,50;76,4;-18190;18;-11,65
1384,896;70,7;370,50;76,4;-18190;18;-11,65
1384,943;70,7;370,50;76,4;-18190;18;-6,40
1384,990;70,6;370,50;76,4;-18190;18;-6,40
1385,036;70,6;370,50;76,4;-18190;18;-6,40
1385,085;70,6;370,50;76,4;-18190;18;-6,40
1385,131;70,6;370,50;76,4;-18191;18;-6,40
1385,179;70,6;370,50;76,4;-18191;18;-6,40
1385,224;70,6;370,50;76,4;-18191;18;-4,15
1385,272;70,6;370,50;76,4;-18191;18;-4,15
1385,318;70,6;370,50;76,4;-18191;18;-4,15
1385,362;70,6;370,50;76,4;-18191;18;-4,15
1385,410;70,6;370,50;76,4;-18190;18;-4,15
1385,458;70,6;370,50;76,4;-18190;18;-4,15
1385,506;70,6;370,50;76,4;-18190;18;-4,65
1385,555;70,5;370,50;76,4;-18190;18;-4,65
1385,601;70,5;372,00;76,4;-18190;18;-4,65
1385,647;70,5;372,00;76,4;-18190;18;-4,65
1385,693;70,5;372,00;76,4;-18191;18;-4,65
1385,740;70,5;372,00;76,4;-18191;18;-4,65
1385,788;70,5;372,00;76,4;-18191;18;-3,15
1385,836;70,5;372,00;76,4;-18191;18;-3,15
1385,882;70,5;370,50;76,4;-18191;18;-3,15
1385,930;70,5;370,50;76,4;-18191;18;-3,15
1385,975;70,5;370,50;76,4;-18192;18;-3,15
1386,023;70,5;370,50;76,4;-18192;18;-3,15
1386,066;70,5;370,50;76,4;-18192;18;-3,15
1386,113;70,5;370,50;76,4;-18192;18;-3,15
1386,161;70,5;371,00;76,4;-18192;18;-3,15
1386,210;70,5;371,00;76,4;-18192;18;-3,15
1386,259;70,5;371,00;76,4;-18194;18;-3,15
1386,304;70,5;371,00;76,4;-18194;18;-3,15
1386,351;70,5;371,00;76,4;-18194;18;29,60
1386,398;70,2;371,00;76,4;-18194;18;29,60
1386,443;70,2;375,50;76,4;-18194;18;29,60
1386,490;70,2;375,50;76,4;-18194;18;29,60
1386,537;70,2;375,50;76,4;-18201;18;29,60
1386,584;70,2;375,50;76,4;-18201;18;29,60
1386,630;70,2;375,50;76,4;-18201;18;39,10
1386,677;69,9;375,50;76,4;-18201;18;39,10
1386,722;69,9;373,50;76,4;-18201;18;39,10
1386,770;69,9;373,50;76,4;-18201;18;39,10
1386,816;69,9;373,50;76,4;-18203;18;39,10
1386,864;69,9;373,50;76,4;-18203;18;39,10
1386,912;69,9;373,50;76,4;-18203;18;25,85
1386,959;69,5;373,50;76,4;-18203;18;25,85
1387,006;69,5;372,50;76,4;-18203;18;25,85
1387,053;69,5;372,50;76,4;-18203;18;25,85
1387,099;69,5;372,50;76,4;-18207;18;25,85
1387,147;69,5;372,50;76,4;-18207;18;25,85
1387,193;69,5;372,50;76,4;-18207;18;9,85
1387,240;69,4;372,50;76,4;-18207;18;9,85
1387,286;69,4;372,50;76,4;-18207;18;9,85
1387,333;69,4;372,50;76,4;-18207;18;9,85
1387,378;69,4;372,50;76,4;-18211;18;9,85
1387,424;69,4;372,50;76,4;-18211;18;9,85
1387,472;69,4;372,50;76,4;-18211;18;16,85
1387,519;69,2;372,50;76,4;-18211;18;16,85
1387,569;69,2;373,00;76,4;-18211;18;16,85
1387,618;69,2;373,00;76,4;-18211;18;16,85
1387,665;69,2;373,00;76,4;-18213;18;16,85
1387,714;69,2;373,00;76,4;-18213;18;16,85
1387,762;69,2;373,00;76,4;-18213;18;19,10
1387,815;68,8;373,00;76,4;-18213;18;19,10
1387,862;68,8;373,00;76,4;-18213;18;19,10
1387,922;68,8;373,00;76,4;-18213;18;19,10
1387,970;68,8;373,00;76,4;-18218;18;19,10
1388,017;68,8;373,00;76,4;-18218;18;19,10
