Temps;Vitesse du véhicule;Tension batterie de traction;Etat de charge de la batterie de traction;Demande de force aux roues lorsque la consigne du groupe motopropulseur est égal à zéro;Température bac de la batterie de traction;Courant batterie de traction mesuré par LBC
Temps;M-02-00;M-38-00;M-39-00;M-44-00;M-37-00;M-1B-00
sec;km/h;Volt;%;Nm;°C;A
401,944;47,2;379,00;82,1;-18734;19;3,10
401,991;47,2;379,00;82,1;-18734;19;0,10
402,034;47,1;379,00;82,1;-18734;19;0,10
402,082;47,1;378,00;82,1;-18734;19;0,10
402,130;47,1;378,00;82,1;-18734;19;0,10
402,177;47,1;378,00;82,1;-18737;19;0,10
402,224;47,1;378,00;82,1;-18737;19;0,10
402,271;47,1;378,00;82,1;-18737;19;-0,40
402,318;46,9;378,00;82,1;-18737;19;-0,40
402,364;46,9;379,00;82,1;-18737;19;-0,40
402,412;46,9;379,00;82,1;-18737;19;-0,40
402,458;46,9;379,00;82,1;-18741;19;-0,40
402,505;46,9;379,00;82,1;-18741;19;-0,40
402,552;46,9;379,00;82,1;-18741;19;-2,15
402,598;46,8;379,00;82,1;-18741;19;-2,15
402,646;46,8;378,50;82,1;-18741;19;-2,15
402,690;46,8;378,50;82,1;-18741;19;-2,15
402,738;46,8;378,50;82,1;-18741;19;-2,15
402,785;46,8;378,50;82,1;-18741;19;-2,15
402,832;46,8;378,50;82,1;-18741;19;-6,65
402,882;46,7;378,50;82,1;-18741;19;-6,65
402,926;46,7;378,50;82,1;-18741;19;-6,65
402,974;46,7;378,50;82,0;-18741;19;-6,65
403,022;46,7;378,50;82,0;-18744;19;-6,65
403,069;46,7;378,50;82,0;-18744;19;-6,65
403,115;46,7;378,50;82,0;-18744;19;-4,90
403,161;46,6;378,50;82,0;-18744;19;-4,90
403,208;46,6;377,50;82,0;-18744;19;-4,90
403,255;46,6;377,50;82,0;-18744;19;-4,90
403,303;46,6;377,50;82,0;-18747;19;-4,90
403,350;46,6;377,50;82,0;-18747;19;-4,90
403,394;46,6;377,50;82,0;-18747;19;-10,40
403,442;46,5;377,50;82,0;-18747;19;-10,40
403,489;46,5;378,00;82,0;-18747;19;-10,40
403,537;46,5;378,00;82,0;-18747;19;-10,40
403,584;46,5;378,00;82,0;-18749;19;-10,40
403,630;46,5;378,00;82,0;-18749;19;-10,40
403,677;46,5;378,00;82,0;-18749;19;-12,65
403,723;46,5;378,00;82,0;-18749;19;-12,65
403,770;46,5;377,50;82,0;-18749;19;-12,65
403,817;46,5;377,50;82,0;-18749;19;-12,65
403,864;46,5;377,50;82,0;-18750;19;-12,65
403,911;46,5;377,50;82,0;-18750;19;-12,65
403,958;46,5;377,50;82,0;-18750;19;-14,15
404,005;46,5;377,50;82,0;-18750;19;-14,15
404,050;46,5;377,00;82,0;-18750;19;-14,15
404,098;46,5;377,00;82,0;-18750;19;-14,15
404,146;46,5;377,00;82,0;-18750;19;-14,15
404,193;46,5;377,00;82,0;-18750;19;-14,15
404,240;46,5;377,00;82,0;-18750;19;-15,40
404,288;46,4;377,00;82,0;-18750;19;-15,40
404,334;46,4;377,00;82,0;-18750;19;-15,40
404,380;46,4;377,00;82,0;-18750;19;-15,40
404,427;46,4;377,00;82,0;-18750;19;-15,40
404,473;46,4;377,00;82,0;-18750;19;-15,40
404,520;46,4;377,00;82,0;-18750;19;-16,90
404,566;46,5;377,00;82,0;-18750;19;-16,90
404,613;46,5;376,50;82,0;-18750;19;-16,90
404,661;46,5;376,50;82,0;-18750;19;-16,90
404,705;46,5;376,50;82,0;-18751;19;-16,90
404,754;46,5;376,50;82,0;-18751;19;-16,90
404,801;46,5;376,50;82,0;-18751;19;-18,15
404,847;46,4;376,50;82,0;-18751;19;-18,15
404,894;46,4;377,50;82,0;-18751;19;-18,15
404,942;46,4;377,50;82,0;-18751;19;-18,15
404,987;46,4;377,50;82,0;-18752;19;-18,15
405,043;46,4;377,50;82,0;-18752;19;-18,15
405,091;46,4;377,50;82,0;-18752;19;-20,15
405,139;46,4;377,50;82,0;-18752;19;-20,15
405,186;46,4;376,00;82,0;-18752;19;-20,15
405,234;46,4;376,00;82,0;-18752;19;-20,15
405,282;46,4;376,00;82,0;-18752;19;-20,15
405,330;46,4;376,00;82,0;-18752;19;-20,15
405,377;46,4;376,00;82,0;-18752;19;-21,65
405,426;46,4;376,00;82,0;-18752;19;-21,65
405,474;46,4;376,50;82,0;-18752;19;-21,65
405,521;46,4;376,50;82,0;-18752;19;-21,65
405,564;46,4;376,50;82,0;-18753;19;-21,65
405,617;46,4;376,50;82,0;-18753;19;-21,65
405,666;46,4;376,50;82,0;-18753;19;-23,40
405,714;46,4;376,50;82,0;-18753;19;-23,40
405,761;46,4;376,50;82,0;-18753;19;-23,40
405,810;46,4;376,50;82,0;-18753;19;-23,40
405,858;46,4;376,50;82,0;-18752;19;-23,40
405,906;46,4;376,50;82,0;-18752;19;-23,40
405,953;46,4;376,50;82,0;-18752;19;-25,15
406,002;46,5;376,50;82,0;-18752;19;-25,15
406,050;46,5;376,50;82,0;-18752;19;-25,15
406,098;46,5;376,50;82,0;-18752;19;-25,15
406,146;46,5;376,50;82,0;-18748;19;-25,15
406,194;46,5;376,50;82,0;-18748;19;-25,15
406,242;46,5;376,50;82,0;-18748;19;-25,90
406,291;46,5;376,50;82,0;-18748;19;-25,90
406,338;46,5;376,50;82,0;-18748;19;-25,90
406,385;46,5;376,50;82,0;-18748;19;-25,90
406,434;46,5;376,50;82,0;-18750;19;-25,90
406,482;46,5;376,50;82,0;-18750;19;-25,90
406,530;46,5;376,50;82,0;-18750;19;-21,90
406,577;46,6;376,50;82,0;-18750;19;-21,90
406,624;46,6;376,50;82,0;-18750;19;-21,90
406,671;46,6;376,50;82,0;-18750;19;-21,90
406,722;46,6;376,50;82,0;-18748;19;-21,90
406,770;46,6;376,50;82,0;-18748;19;-21,90
406,818;46,6;376,50;82,0;-18748;19;-26,40
406,866;46,6;376,50;82,0;-18748;19;-26,40
406,915;46,6;376,00;82,0;-18748;19;-26,40
406,962;46,6;376,00;82,0;-18748;19;-26,40
407,010;46,6;376,00;82,0;-18748;19;-26,40
407,058;46,6;376,00;82,0;-18748;19;-26,40
407,106;46,6;376,00;82,0;-18748;19;-25,40
407,153;46,7;376,00;82,0;-18748;19;-25,40
407,200;46,7;376,00;82,0;-18748;19;-25,40
407,247;46,7;376,00;82,0;-18748;19;-25,40
407,294;46,7;376,00;82,0;-18745;19;-25,40
407,341;46,7;376,00;82,0;-18745;19;-25,40
407,393;46,7;376,00;82,0;-18745;19;-25,40
407,442;46,9;376,00;82,0;-18745;19;-25,40
407,490;46,9;377,00;82,0;-18745;19;-25,40
407,538;46,9;377,00;82,0;-18745;19;-25,40
407,585;46,9;377,00;82,0;-18741;19;-25,40
407,634;46,9;377,00;82,0;-18741;19;-25,40
407,682;46,9;377,00;82,0;-18741;19;-22,90
407,730;46,8;377,00;82,0;-18741;19;-22,90
407,778;46,8;377,00;82,0;-18741;19;-22,90
407,824;46,8;377,00;82,0;-18741;19;-22,90
407,871;46,8;377,00;82,0;-18742;19;-22,90
407,919;46,8;377,00;82,0;-18742;19;-22,90
407,965;46,8;377,00;82,0;-18742;19;-21,40
408,018;46,8;377,00;82,0;-18742;19;-21,40
408,066;46,8;376,50;82,0;-18742;19;-21,40
408,114;46,8;376,50;82,0;-18742;19;-21,40
408,162;46,8;376,50;82,0;-18742;19;-21,40
408,211;46,8;376,50;82,0;-18742;19;-21,40
408,258;46,8;376,50;82,0;-18742;19;-21,65
408,305;46,7;376,50;82,0;-18742;19;-21,65
408,352;46,7;376,00;82,0;-18742;19;-21,65
408,398;46,7;376,00;82,0;-18742;19;-21,65
408,446;46,7;376,00;82,0;-18744;19;-21,65
408,493;46,7;376,00;82,0;-18744;19;-21,65
408,539;46,7;376,00;82,0;-18744;19;-23,15
408,586;46,8;376,00;82,0;-18744;19;-23,15
408,633;46,8;376,50;82,0;-18744;19;-23,15
408,679;46,8;376,50;82,0;-18744;19;-23,15
408,722;46,8;376,50;82,0;-18744;19;-23,15
408,770;46,8;376,50;82,0;-18744;19;-23,15
408,818;46,8;376,50;82,0;-18744;19;-23,65
408,866;46,6;376,50;82,0;-18744;19;-23,65
408,913;46,6;376,00;82,0;-18744;19;-23,65
408,960;46,6;376,00;82,0;-18744;19;-23,65
409,007;46,6;376,00;82,0;-18747;19;-23,65
409,042;46,6;376,00;82,0;-18747;19;-23,65
409,102;46,6;376,00;82,0;-18747;19;-25,65
409,148;46,6;376,00;82,0;-18747;19;-25,65
409,194;46,6;376,00;82,0;-18747;19;-25,65
409,241;46,6;376,00;82,0;-18747;19;-25,65
409,288;46,6;376,00;82,0;-18747;19;-25,65
409,335;46,6;376,00;82,0;-18747;19;-25,65
409,377;46,6;376,00;82,0;-18747;19;-27,15
409,426;46,6;376,00;82,0;-18747;19;-27,15
409,474;46,6;376,00;82,0;-18747;19;-27,15
409,522;46,6;376,00;82,0;-18747;19;-27,15
409,569;46,6;376,00;82,0;-18747;19;-27,15
409,615;46,6;376,00;82,0;-18747;19;-27,15
409,663;46,6;376,00;82,0;-18747;19;-28,65
409,710;46,7;376,00;82,0;-18747;19;-28,65
409,756;46,7;376,00;82,0;-18747;19;-28,65
409,803;46,7;376,00;82,0;-18747;19;-28,65
409,850;46,7;376,00;82,0;-18747;19;-28,65
409,896;46,7;376,00;82,0;-18747;19;-28,65
409,943;46,7;376,00;82,0;-18747;19;-29,15
409,987;46,5;376,00;82,0;-18747;19;-29,15
410,034;46,5;375,50;82,0;-18747;19;-29,15
410,082;46,5;375,50;82,0;-18747;19;-29,15
410,130;46,5;375,50;82,0;-18748;19;-29,15
410,177;46,5;375,50;82,0;-18748;19;-29,15
410,225;46,5;375,50;82,0;-18748;19;-32,15
410,271;46,6;375,50;82,0;-18748;19;-32,15
410,318;46,6;375,50;82,0;-18748;19;-32,15
410,365;46,6;375,50;82,0;-18748;19;-32,15
410,412;46,6;375,50;82,0;-18748;19;-32,15
410,459;46,6;375,50;82,0;-18748;19;-32,15
410,508;46,6;375,50;82,0;-18748;19;-31,65
410,553;46,6;375,50;82,0;-18748;19;-31,65
410,600;46,6;375,50;82,0;-18748;19;-31,65
410,647;46,6;375,50;82,0;-18748;19;-31,65
410,690;46,6;375,50;82,0;-18746;19;-31,65
410,737;46,6;375,50;82,0;-18746;19;-31,65
410,770;46,6;375,50;82,0;-18746;19;-31,65
410,817;46,7;375,50;82,0;-18746;19;-31,65
410,863;46,7;376,00;82,0;-18746;19;-31,65
410,912;46,7;376,00;82,0;-18746;19;-31,65
410,957;46,7;376,00;82,0;-18746;19;-31,65
411,004;46,7;376,00;82,0;-18746;19;-31,65
411,051;46,7;376,00;82,0;-18746;19;-31,65
411,098;46,7;376,00;82,0;-18746;19;-31,65
411,144;46,7;375,50;82,0;-18746;19;-31,65
411,193;46,7;375,50;82,0;-18746;19;-31,65
411,240;46,7;375,50;82,0;-18746;19;-31,65
411,288;46,7;375,50;82,0;-18746;19;-31,65
411,333;46,7;375,50;82,0;-18746;19;-32,15
411,378;46,7;375,50;82,0;-18746;19;-32,15
411,426;46,7;376,00;82,0;-18746;19;-32,15
411,474;46,7;376,00;82,0;-18746;19;-32,15
411,521;46,7;376,00;82,0;-18747;19;-32,15
411,568;46,7;376,00;82,0;-18747;19;-32,15
411,616;46,7;376,00;82,0;-18747;19;-32,15
411,662;46,5;376,00;82,0;-18747;19;-32,15
411,709;46,5;376,00;82,0;-18747;19;-32,15
411,755;46,5;376,00;82,0;-18747;19;-32,15
411,802;46,5;376,00;82,0;-18748;19;-32,15
411,849;46,5;376,00;82,0;-18748;19;-32,15
411,897;46,5;376,00;82,0;-18748;19;-35,15
411,944;46,6;376,00;82,0;-18748;19;-35,15
411,991;46,6;375,50;82,0;-18748;19;-35,15
412,034;46,6;375,50;82,0;-18748;19;-35,15
412,082;46,6;375,50;82,0;-18747;19;-35,15
412,130;46,6;375,50;82,0;-18747;19;-35,15
412,178;46,6;375,50;82,0;-18747;19;-36,15
412,225;46,7;375,50;82,0;-18747;19;-36,15
412,286;46,7;375,50;82,0;-18747;19;-36,15
412,334;46,7;375,50;82,0;-18747;19;-36,15
412,380;46,7;375,50;82,0;-18746;19;-36,15
412,426;46,7;375,50;82,0;-18746;19;-36,15
412,474;46,7;375,50;82,0;-18746;19;-33,40
412,520;46,7;375,50;82,0;-18746;19;-33,40
412,568;46,7;376,00;82,0;-18746;19;-33,40
412,600;46,7;376,00;82,0;-18746;19;-33,40
412,647;46,7;376,00;82,0;-18742;19;-33,40
412,690;46,7;376,00;82,0;-18742;19;-33,40
412,738;46,7;376,00;82,0;-18742;19;-40,65
412,770;47,1;376,00;82,0;-18742;19;-40,65
412,818;47,1;375,00;82,0;-18742;19;-40,65
412,867;47,1;375,00;82,0;-18742;19;-40,65
412,915;47,1;375,00;82,0;-18739;19;-40,65
412,962;47,1;375,00;82,0;-18739;19;-40,65
413,010;47,1;375,00;82,0;-18739;19;-29,90
413,058;47,1;375,00;82,0;-18739;19;-29,90
413,091;47,1;376,00;82,0;-18739;19;-29,90
413,138;47,1;376,00;82,0;-18739;19;-29,90
413,184;47,1;376,00;82,0;-18736;19;-29,90
413,231;47,1;376,00;82,0;-18736;19;-29,90
413,278;47,1;376,00;82,0;-18736;19;-31,40
413,325;47,3;376,00;82,0;-18736;19;-31,40
413,362;47,3;375,50;82,0;-18736;19;-31,40
413,410;47,3;375,50;82,0;-18736;19;-31,40
413,458;47,3;375,50;82,0;-18733;19;-31,40
413,506;47,3;375,50;82,0;-18733;19;-31,40
413,554;47,3;375,50;82,0;-18733;19;-25,90
413,602;47,3;375,50;82,0;-18733;19;-25,90
413,650;47,3;376,50;82,0;-18733;19;-25,90
413,698;47,3;376,50;82,0;-18733;19;-25,90
413,745;47,3;376,50;82,0;-18731;19;-25,90
413,785;47,3;376,50;82,0;-18731;19;-25,90
413,832;47,3;376,50;82,0;-18731;19;-25,40
413,880;47,4;376,50;82,0;-18731;19;-25,40
413,926;47,4;376,50;82,0;-18731;19;-25,40
413,975;47,4;376,50;82,0;-18731;19;-25,40
414,023;47,4;376,50;82,0;-18731;19;-25,40
414,066;47,4;376,50;82,0;-18731;19;-25,40
414,114;47,4;376,50;82,0;-18731;19;-21,90
414,162;47,5;376,50;82,0;-18731;19;-21,90
414,210;47,5;376,00;82,0;-18731;19;-21,90
414,257;47,5;376,00;82,0;-18731;19;-21,90
414,305;47,5;376,00;82,0;-18729;19;-21,90
414,352;47,5;376,00;82,0;-18729;19;-21,90
414,399;47,5;376,00;82,0;-18729;19;-19,90
414,447;47,4;376,00;82,0;-18729;19;-19,90
414,479;47,4;377,00;82,0;-18729;19;-19,90
414,526;47,4;377,00;82,0;-18729;19;-19,90
414,572;47,4;377,00;82,0;-18729;19;-19,90
414,620;47,4;377,00;82,0;-18729;19;-19,90
414,659;47,4;377,00;82,0;-18729;19;-17,65
414,706;47,4;377,00;82,0;-18729;19;-17,65
414,753;47,4;377,00;82,0;-18729;19;-17,65
414,802;47,4;377,00;82,0;-18729;19;-17,65
414,850;47,4;377,00;82,0;-18728;19;-17,65
414,897;47,4;377,00;82,0;-18728;19;-17,65
414,946;47,4;377,00;82,0;-18728;19;-16,65
414,994;47,6;377,00;82,0;-18728;19;-16,65
415,042;47,6;376,50;82,0;-18728;19;-16,65
415,089;47,6;376,50;82,0;-18728;19;-16,65
415,136;47,6;376,50;82,0;-18727;19;-16,65
415,182;47,6;376,50;82,0;-18727;19;-16,65
415,229;47,6;376,50;82,0;-18727;19;-12,65
415,276;47,4;376,50;82,0;-18727;19;-12,65
415,323;47,4;377,00;82,0;-18727;19;-12,65
415,362;47,4;377,00;82,0;-18727;19;-12,65
415,410;47,4;377,00;82,0;-18728;19;-12,65
415,458;47,4;377,00;82,0;-18728;19;-12,65
415,506;47,4;377,00;82,0;-18728;19;-12,90
415,553;47,4;377,00;82,0;-18728;19;-12,90
415,602;47,4;378,00;82,0;-18728;19;-12,90
415,650;47,4;378,00;82,0;-18728;19;-12,90
415,698;47,4;378,00;82,0;-18730;19;-12,90
415,746;47,4;378,00;82,0;-18730;19;-12,90
415,793;47,4;378,00;82,0;-18730;19;-12,15
415,840;47,5;378,00;82,0;-18730;19;-12,15
415,886;47,5;377,00;82,0;-18730;19;-12,15
415,919;47,5;377,00;82,0;-18730;19;-12,15
415,965;47,5;377,00;82,0;-18729;19;-12,15
416,012;47,5;377,00;82,0;-18729;19;-12,15
416,066;47,5;377,00;82,0;-18729;19;-12,40
416,114;47,5;377,00;82,0;-18729;19;-12,40
416,162;47,5;377,00;82,0;-18729;19;-12,40
416,210;47,5;377,00;82,0;-18729;19;-12,40
416,257;47,5;377,00;82,0;-18728;19;-12,40
416,305;47,5;377,00;82,0;-18728;19;-12,40
416,354;47,5;377,00;82,0;-18728;19;-10,90
416,401;47,5;377,00;82,0;-18728;19;-10,90
416,448;47,5;377,00;82,0;-18728;19;-10,90
416,495;47,5;377,00;82,0;-18728;19;-10,90
416,541;47,5;377,00;82,0;-18727;19;-10,90
416,589;47,5;377,00;82,0;-18727;19;-10,90
416,634;47,5;377,00;82,0;-18727;19;-8,40
416,674;47,6;377,00;82,0;-18727;19;-8,40
416,722;47,6;377,50;82,0;-18727;19;-8,40
416,770;47,6;377,50;81,9;-18727;19;-8,40
416,818;47,6;377,50;81,9;-18727;19;-8,40
416,865;47,6;377,50;81,9;-18727;19;-8,40
416,914;47,6;377,50;81,9;-18727;19;-5,90
416,962;47,5;377,50;81,9;-18727;19;-5,90
417,009;47,5;378,00;81,9;-18727;19;-5,90
417,055;47,5;378,00;81,9;-18727;19;-5,90
417,103;47,5;378,00;81,9;-18727;19;-5,90
417,150;47,5;378,00;81,9;-18727;19;-5,90
417,197;47,5;378,00;81,9;-18727;19;-4,65
417,244;47,4;378,00;81,9;-18727;19;-4,65
417,292;47,4;377,50;81,9;-18727;19;-4,65
417,338;47,4;377,50;81,9;-18727;19;-4,65
417,394;47,4;377,50;81,9;-18730;19;-4,65
417,442;47,4;377,50;81,9;-18730;19;-4,65
417,490;47,4;377,50;81,9;-18730;19;-3,90
417,538;47,4;377,50;81,9;-18730;19;-3,90
417,586;47,4;378,00;81,9;-18730;19;-3,90
417,634;47,4;378,00;81,9;-18730;19;-3,90
417,682;47,4;378,00;81,9;-18731;19;-3,90
417,729;47,4;378,00;81,9;-18731;19;-3,90
417,775;47,4;378,00;81,9;-18731;19;-4,15
417,822;47,3;378,00;81,9;-18731;19;-4,15
417,869;47,3;378,50;81,9;-18731;19;-4,15
417,916;47,3;378,50;81,9;-18731;19;-4,15
417,962;47,3;378,50;81,9;-18732;19;-4,15
418,009;47,3;378,50;81,9;-18732;19;-4,15
418,066;47,3;378,50;81,9;-18732;19;-4,15
418,114;47,3;378,50;81,9;-18732;19;-4,15
418,163;47,3;378,00;81,9;-18732;19;-4,15
418,209;47,3;378,00;81,9;-18732;19;-4,15
418,258;47,3;378,00;81,9;-18732;19;-4,15
418,305;47,3;378,00;81,9;-18732;19;-4,15
418,352;47,3;378,00;81,9;-18732;19;-4,40
418,399;47,3;378,00;81,9;-18732;19;-4,40
418,446;47,3;378,50;81,9;-18732;19;-4,40
418,509;47,3;378,50;81,9;-18732;19;-4,40
418,555;47,3;378,50;81,9;-18731;19;-4,40
418,603;47,3;378,50;81,9;-18731;19;-4,40
418,650;47,3;378,50;81,9;-18731;19;-2,90
418,690;47,3;378,50;81,9;-18731;19;-2,90
418,738;47,3;378,50;81,9;-18731;19;-2,90
418,786;47,3;378,50;81,9;-18731;19;-2,90
418,833;47,3;378,50;81,9;-18732;19;-2,90
418,881;47,3;378,50;81,9;-18732;19;-2,90
418,929;47,3;378,50;81,9;-18732;19;-2,15
418,978;47,3;378,50;81,9;-18732;19;-2,15
419,026;47,3;378,00;81,9;-18732;19;-2,15
419,074;47,3;378,00;81,9;-18732;19;-2,15
419,120;47,3;378,00;81,9;-18733;19;-2,15
419,168;47,3;378,00;81,9;-18733;19;-2,15
419,214;47,3;378,00;81,9;-18733;19;-1,90
419,260;47,2;378,00;81,9;-18733;19;-1,90
419,306;47,2;378,00;81,9;-18733;19;-1,90
419,354;47,2;378,00;81,9;-18733;19;-1,90
419,394;47,2;378,00;81,9;-18734;19;-1,90
419,442;47,2;378,00;81,9;-18734;19;-1,90
419,490;47,2;378,00;81,9;-18734;19;-2,15
419,538;47,3;378,00;81,9;-18734;19;-2,15
419,585;47,3;378,00;81,9;-18734;19;-2,15
419,633;47,3;378,00;81,9;-18734;19;-2,15
419,681;47,3;378,00;81,9;-18735;19;-2,15
419,729;47,3;378,00;81,9;-18735;19;-2,15
419,776;47,3;378,00;81,9;-18735;19;-1,65
419,821;47,2;378,00;81,9;-18735;19;-1,65
419,867;47,2;378,00;81,9;-18735;19;-1,65
419,914;47,2;378,00;81,9;-18735;19;-1,65
419,961;47,2;378,00;81,9;-18735;19;-1,65
420,007;47,2;378,00;81,9;-18735;19;-1,65
420,050;47,2;378,00;81,9;-18735;19;-1,90
420,098;47,2;378,00;81,9;-18735;19;-1,90
420,146;47,2;378,00;81,9;-18735;19;-1,90
420,194;47,2;378,00;81,9;-18735;19;-1,90
420,242;47,2;378,00;81,9;-18733;19;-1,90
420,288;47,2;378,00;81,9;-18733;19;-1,90
420,334;47,2;378,00;81,9;-18733;19;-1,65
420,382;47,3;378,00;81,9;-18733;19;-1,65
420,428;47,3;378,00;81,9;-18733;19;-1,65
420,476;47,3;378,00;81,9;-18733;19;-1,65
420,522;47,3;378,00;81,9;-18734;19;-1,65
420,569;47,3;378,00;81,9;-18734;19;-1,65
420,615;47,3;378,00;81,9;-18734;19;-1,40
420,663;47,4;378,00;81,9;-18734;19;-1,40
420,706;47,4;378,50;81,9;-18734;19;-1,40
420,754;47,4;378,50;81,9;-18734;19;-1,40
420,802;47,4;378,50;81,9;-18730;19;-1,40
420,850;47,4;378,50;81,9;-18730;19;-1,40
420,897;47,4;378,50;81,9;-18730;19;-0,65
420,943;47,6;378,50;81,9;-18730;19;-0,65
420,989;47,6;377,50;81,9;-18730;19;-0,65
421,037;47,6;377,50;81,9;-18730;19;-0,65
421,082;47,6;377,50;81,9;-18727;19;-0,65
421,129;47,6;377,50;81,9;-18727;19;-0,65
421,176;47,6;377,50;81,9;-18727;19;0,60
421,223;47,4;377,50;81,9;-18727;19;0,60
421,270;47,4;377,50;81,9;-18727;19;0,60
421,317;47,4;377,50;81,9;-18727;19;0,60
421,362;47,4;377,50;81,9;-18729;19;0,60
421,411;47,4;377,50;81,9;-18729;19;0,60
421,458;47,4;377,50;81,9;-18729;19;2,10
421,505;47,5;377,50;81,9;-18729;19;2,10
421,551;47,5;378,50;81,9;-18729;19;2,10
421,598;47,5;378,50;81,9;-18729;19;2,10
421,645;47,5;378,50;81,9;-18728;19;2,10
421,693;47,5;378,50;81,9;-18728;19;2,10
421,740;47,5;378,50;81,9;-18728;19;3,35
421,787;47,5;378,50;81,9;-18728;19;3,35
421,833;47,5;379,00;81,9;-18728;19;3,35
421,880;47,5;379,00;81,9;-18728;19;3,35
421,927;47,5;379,00;81,9;-18727;19;3,35
421,973;47,5;379,00;81,9;-18727;19;3,35
422,018;47,5;379,00;81,9;-18727;19;5,85
422,066;47,5;379,00;81,9;-18727;19;5,85
422,114;47,5;379,00;81,9;-18727;19;5,85
422,162;47,5;379,00;81,9;-18727;19;5,85
422,210;47,5;379,00;81,9;-18727;19;5,85
422,258;47,5;379,00;81,9;-18727;19;5,85
422,304;47,5;379,00;81,9;-18727;19;8,35
422,351;47,6;379,00;81,9;-18727;19;8,35
422,397;47,6;379,00;81,9;-18727;19;8,35
422,442;47,6;379,00;81,9;-18727;19;8,35
422,489;47,6;379,00;81,9;-18727;19;8,35
422,537;47,6;379,00;81,9;-18727;19;8,35
422,599;47,6;379,00;81,9;-18727;19;8,10
422,645;47,4;379,00;81,9;-18727;19;8,10
422,690;47,4;379,00;81,9;-18727;19;8,10
422,738;47,4;379,00;81,9;-18727;19;8,10
422,786;47,4;379,00;81,9;-18729;19;8,10
422,833;47,4;379,00;81,9;-18729;19;8,10
422,880;47,4;379,00;81,9;-18729;19;9,60
422,926;47,6;379,00;81,9;-18729;19;9,60
422,973;47,6;379,50;81,9;-18729;19;9,60
423,019;47,6;379,50;81,9;-18729;19;9,60
423,066;47,6;379,50;81,9;-18729;19;9,60
423,113;47,6;379,50;81,9;-18729;19;9,60
423,159;47,6;379,50;81,9;-18729;19;10,85
423,206;47,3;379,50;81,9;-18729;19;10,85
423,253;47,3;379,50;81,9;-18729;19;10,85
423,297;47,3;379,50;81,9;-18729;19;10,85
423,345;47,3;379,50;81,9;-18731;19;10,85
423,394;47,3;379,50;81,9;-18731;19;10,85
423,443;47,3;379,50;81,9;-18731;19;10,10
423,490;47,3;379,50;81,9;-18731;19;10,10
423,538;47,3;380,00;81,9;-18731;19;10,10
423,586;47,3;380,00;82,0;-18731;19;10,10
423,634;47,3;380,00;82,0;-18732;19;10,10
423,682;47,3;380,00;82,0;-18732;19;10,10
423,730;47,3;380,00;82,0;-18732;19;10,60
423,777;47,4;380,00;82,0;-18732;19;10,60
423,825;47,4;380,00;82,0;-18732;19;10,60
423,874;47,4;380,00;82,0;-18732;19;10,60
423,911;47,4;380,00;82,0;-18731;19;10,60
423,968;47,4;380,00;82,0;-18731;19;10,60
424,014;47,4;380,00;82,0;-18731;19;10,60
424,051;47,3;380,00;82,0;-18731;19;10,60
424,098;47,3;379,50;82,0;-18731;19;10,60
424,146;47,3;379,50;82,0;-18731;19;10,60
424,194;47,3;379,50;82,0;-18732;19;10,60
424,241;47,3;379,50;82,0;-18732;19;10,60
424,289;47,3;379,50;82,0;-18732;19;10,85
424,338;47,3;379,50;82,0;-18732;19;10,85
424,386;47,3;379,50;82,0;-18732;19;10,85
424,419;47,3;379,50;82,0;-18732;19;10,85
424,465;47,3;379,50;82,0;-18732;19;10,85
424,513;47,3;379,50;82,0;-18732;19;10,85
424,558;47,3;379,50;82,0;-18732;19;10,60
424,606;47,3;379,50;82,0;-18732;19;10,60
424,653;47,3;379,50;82,0;-18732;19;10,60
424,700;47,3;379,50;82,0;-18732;19;10,60
424,754;47,3;379,50;82,0;-18732;19;10,60
424,802;47,3;379,50;82,0;-18732;19;10,60
424,850;47,3;379,50;82,0;-18732;19;10,60
424,898;47,3;379,50;82,0;-18732;19;10,60
424,946;47,3;379,00;82,0;-18732;19;10,60
424,994;47,3;379,00;82,0;-18732;19;10,60
425,042;47,3;379,00;82,0;-18731;19;10,60
425,090;47,3;379,00;82,0;-18731;19;10,60
425,138;47,3;379,00;82,0;-18731;19;10,60
425,170;47,4;379,00;82,0;-18731;19;10,60
425,217;47,4;379,00;82,0;-18731;19;10,60
425,266;47,4;379,00;82,0;-18731;19;10,60
425,311;47,4;379,00;82,0;-18730;19;10,60
425,358;47,4;379,00;82,0;-18730;19;10,60
425,410;47,4;379,00;82,0;-18730;19;11,10
425,457;47,3;379,00;82,0;-18730;19;11,10
425,505;47,3;380,00;82,0;-18730;19;11,10
425,553;47,3;380,00;82,0;-18730;19;11,10
425,602;47,3;380,00;82,0;-18728;19;11,10
425,649;47,3;380,00;82,0;-18728;19;11,10
425,698;47,3;380,00;82,0;-18728;19;11,60
425,745;47,6;380,00;82,0;-18728;19;11,60
425,792;47,6;379,50;82,0;-18728;19;11,60
425,839;47,6;379,50;82,0;-18728;19;11,60
425,885;47,6;379,50;82,0;-18724;19;11,60
425,931;47,6;379,50;82,0;-18724;19;11,60
425,978;47,6;379,50;82,0;-18724;19;12,85
426,025;47,6;379,50;82,0;-18724;19;12,85
426,066;47,6;379,50;82,0;-18724;19;12,85
426,114;47,6;379,50;82,0;-18724;19;12,85
426,162;47,6;379,50;82,0;-18724;19;12,85
