Temps;Vitesse du véhicule;Courant batterie de traction mesuré par LBC
Temps;M-02-00;M-1B-00
sec;km/h;A
107,562;0,0;-0,65
107,619;0,0;-0,65
107,678;0,0;-0,65
107,725;0,0;-0,65
107,779;0,0;-0,65
107,828;0,0;-0,65
107,879;0,0;-0,65
107,927;0,0;-0,65
107,979;0,0;-0,65
108,028;0,0;-0,65
108,079;0,0;-0,65
108,111;0,0;-0,65
108,163;0,0;-0,65
108,210;0,0;-0,65
108,263;0,0;-0,65
108,312;0,0;-0,65
108,363;0,0;-0,65
108,412;0,0;-0,65
108,463;0,0;-0,65
108,512;0,0;-0,65
108,562;0,0;-0,65
108,609;0,0;-0,65
108,663;0,0;-0,65
108,712;0,0;-0,65
108,763;0,0;-0,65
108,812;0,0;-0,65
108,863;0,0;-0,65
108,911;0,0;-0,65
108,974;0,0;-0,65
109,021;0,0;-0,65
109,080;0,0;-0,65
109,128;0,0;-0,65
109,178;0,0;-0,65
109,210;0,0;-0,40
109,263;0,0;-0,40
109,311;0,0;-0,65
109,363;0,0;-0,65
109,411;0,0;-0,40
109,465;0,0;-0,40
109,512;0,0;-0,65
109,564;0,0;-0,65
109,611;0,0;-0,65
109,665;0,0;-0,65
109,712;0,0;-0,65
109,764;0,0;-0,65
109,811;0,0;-0,65
109,866;0,0;-0,65
109,913;0,0;-0,65
109,966;0,0;-0,65
110,011;0,0;-0,65
110,050;0,0;-0,65
110,098;0,0;-0,65
110,135;0,0;-0,65
110,181;0,0;-0,65
110,227;0,0;-0,65
110,283;0,0;-0,65
110,328;0,0;-0,65
110,389;0,0;-0,65
110,451;0,0;-0,65
110,494;0,0;-0,65
110,551;0,0;-0,65
110,598;0,0;-0,65
110,652;0,0;-0,65
110,699;0,0;-0,65
110,751;0,0;-0,65
110,798;0,0;-0,65
110,852;0,0;-0,65
110,893;0,0;-0,65
110,953;0,0;-0,65
111,001;0,0;-0,40
111,053;0,0;-0,40
111,109;0,0;-0,65
111,153;0,0;-0,65
111,193;0,0;-0,65
111,253;0,0;-0,65
111,300;0,0;-0,65
111,353;0,0;-0,65
111,401;0,0;-0,65
111,453;0,0;-0,65
111,504;0,0;-0,65
111,554;0,0;-0,65
111,602;0,0;-0,65
111,654;0,0;-0,65
111,695;0,0;-0,65
111,754;0,0;-0,65
111,803;0,0;-0,65
111,854;0,0;-0,65
111,893;0,0;-0,65
111,954;0,0;-0,65
112,001;0,0;-0,65
112,055;0,0;-0,65
112,103;0,0;-0,65
112,156;0,0;-0,65
112,192;0,0;-0,65
112,239;0,0;-0,65
112,286;0,0;-0,65
112,334;0,0;-0,65
112,387;0,0;-0,65
112,433;0,0;-0,65
112,491;0,0;-0,65
112,540;0,0;-0,65
112,587;0,0;-0,65
112,625;0,0;-0,65
112,691;0,0;-0,65
112,740;0,0;-0,65
112,787;0,0;-0,65
112,835;0,0;-0,65
112,888;0,0;-0,65
112,957;0,0;-0,65
113,006;0,0;-0,65
113,057;0,0;-0,65
113,091;0,0;-0,65
113,140;0,0;-0,65
113,192;0,0;-0,65
113,239;0,0;-0,65
113,288;0,0;-0,65
113,341;0,0;-0,65
113,390;0,0;-0,65
113,441;0,0;-0,65
113,489;0,0;-0,65
113,536;0,0;-0,65
113,589;0,0;-0,65
113,641;0,0;-0,65
113,689;0,0;-0,65
113,740;0,0;-0,65
113,789;0,0;-0,65
113,841;0,0;-0,65
113,890;0,0;-0,65
113,940;0,0;-0,65
113,991;0,0;-0,65
114,039;0,0;-0,65
114,091;0,0;-0,65
114,141;0,0;-0,65
114,190;0,0;-0,65
114,237;0,0;-0,65
114,291;0,0;-0,65
114,341;0,0;-0,65
114,392;0,0;-0,65
114,440;0,0;-0,65
114,490;0,0;-0,65
114,538;0,0;-0,65
114,590;0,0;-0,65
114,641;0,0;-0,65
114,690;0,0;-0,65
114,740;0,0;-0,65
114,791;0,0;-0,65
114,840;0,0;-0,65
114,891;0,0;-0,65
114,940;0,0;-0,65
114,991;0,0;-0,65
115,039;0,0;-0,65
115,092;0,0;-0,65
115,139;0,0;-0,65
115,191;0,0;-0,65
115,239;0,0;-0,65
115,291;0,0;-0,65
115,340;0,0;-0,65
115,392;0,0;-0,65
115,460;0,0;-0,65
115,507;0,0;-0,65
115,560;0,0;-0,65
115,622;0,0;-0,65
115,660;0,0;-0,65
115,707;0,0;-0,65
115,740;0,0;-0,65
115,790;0,0;-0,65
115,837;0,0;-0,65
115,891;0,0;-0,65
115,960;0,0;-0,65
116,006;0,0;-0,65
116,061;0,0;-0,65
116,106;0,0;-0,65
116,161;0,0;-0,65
116,208;0,0;-0,65
116,261;0,0;-0,65
116,305;0,0;-0,65
116,361;0,0;-0,65
116,418;0,0;-0,65
116,461;0,0;-0,65
116,510;0,0;-0,65
116,561;0,0;-0,65
116,610;0,0;-0,65
116,663;0,0;-0,65
116,709;0,0;-0,65
116,762;0,0;-0,65
116,809;0,0;-0,65
116,862;0,0;-0,65
116,905;0,0;-0,65
116,962;0,0;-0,65
117,016;0,0;-0,65
117,062;0,0;-0,65
117,109;0,0;-0,65
117,163;0,0;-0,65
117,209;0,0;-0,65
117,268;0,0;-0,65
117,305;0,0;-0,65
117,363;0,0;-0,65
117,409;0,0;-0,65
117,463;0,0;-0,65
117,510;0,0;-0,65
117,563;0,0;-0,65
117,611;0,0;-0,65
117,663;0,0;-0,65
117,705;0,0;-0,65
117,764;0,0;-0,65
117,810;0,0;-0,65
117,863;0,0;-0,65
117,911;0,0;-0,65
117,964;0,0;-0,65
118,013;0,0;-0,65
118,064;0,0;-0,65
118,120;0,0;-0,65
118,164;0,0;-0,65
118,204;0,0;-0,65
118,264;0,0;-0,65
118,320;0,0;-0,65
118,365;0,0;-0,65
118,404;0,0;-0,65
118,465;0,0;-0,65
118,505;0,0;-0,65
118,565;0,0;-0,65
118,612;0,0;-0,65
118,666;0,0;-0,65
118,703;0,0;-0,65
118,745;0,0;-0,65
118,803;0,0;-0,65
118,850;0,0;-0,65
118,898;0,0;-0,65
118,945;0,0;-0,65
119,003;0,0;-0,65
119,050;0,0;-0,65
119,103;0,0;-0,65
119,167;0,0;-0,65
119,203;0,0;-0,65
119,266;0,0;-0,65
119,314;0,0;-0,65
119,351;0,0;-0,65
119,399;0,0;-0,65
119,451;0,0;-0,65
119,503;0,0;-0,65
119,552;0,0;-0,65
119,599;0,0;-0,65
119,647;0,0;-0,65
119,702;0,0;-0,65
119,745;0,0;-0,65
119,802;0,0;-0,65
119,852;0,0;-0,65
119,913;0,0;-0,65
119,969;0,0;-0,65
120,016;0,0;-0,65
120,052;0,0;-0,65
120,101;0,0;-0,65
120,152;0,0;-0,65
120,201;0,0;-0,65
120,249;0,0;-0,65
120,301;0,0;-0,65
120,352;0,0;-0,65
120,402;0,0;-0,65
120,450;0,0;-0,65
120,501;0,0;-0,65
120,552;0,0;-0,65
120,600;0,0;-0,65
120,652;0,0;-0,65
120,701;0,0;-0,65
120,749;0,0;-0,65
120,801;0,0;-0,65
120,849;0,0;-0,65
120,901;0,0;-0,65
120,949;0,0;-0,65
121,002;0,0;-0,65
121,069;0,0;-0,65
121,118;0,0;-0,65
121,170;0,0;-0,65
121,218;0,0;-0,65
121,285;0,0;-0,65
121,334;0,0;-0,65
121,385;0,0;-0,65
121,432;0,0;-0,65
121,470;0,0;-0,65
121,517;0,0;-0,65
121,570;0,0;-0,65
121,618;0,0;-0,65
121,670;0,0;-0,65
121,717;0,0;-0,65
121,770;0,0;-0,65
121,818;0,0;-0,65
121,850;0,0;-0,65
121,901;0,0;-0,65
121,952;0,0;-0,65
122,002;0,0;-0,65
122,051;0,0;-0,65
122,104;0,0;-0,65
122,151;0,0;-0,65
122,202;0,0;-0,65
122,251;0,0;-0,65
122,302;0,0;-0,65
122,370;0,0;-0,65
122,418;0,0;-0,65
122,471;0,0;-0,65
122,517;0,0;-0,65
122,550;0,0;-0,65
122,613;0,0;-0,65
122,650;0,0;-0,65
122,704;0,0;-0,65
122,751;0,0;-0,65
122,800;0,0;-0,65
122,850;0,0;-0,65
122,900;0,0;-0,65
122,947;0,0;-0,65
123,003;0,0;-0,65
123,051;0,0;-0,65
123,104;0,0;-0,65
123,150;0,0;-0,65
123,203;0,0;-0,65
123,250;0,0;-0,65
123,304;0,0;-0,65
123,351;0,0;-0,65
123,403;0,0;-0,65
123,450;0,0;-0,65
123,504;0,0;-0,65
123,551;0,0;-0,65
123,599;0,0;-0,65
123,647;0,0;-0,65
123,704;0,0;-0,65
123,750;0,0;-0,65
123,804;0,0;-0,65
123,851;0,0;-0,65
123,899;0,0;-0,65
123,949;0,0;-0,65
124,016;0,0;-0,65
124,073;0,0;-0,65
124,116;0,0;-0,65
124,173;0,0;-0,65
124,216;0,0;-0,65
124,273;0,0;-0,65
124,320;0,0;-0,65
124,374;0,0;-0,65
124,421;0,0;-0,65
124,474;0,0;-0,65
124,522;0,0;-0,65
124,574;0,0;-0,65
124,629;0,0;-0,65
124,674;0,0;-0,65
124,721;0,0;-0,65
124,759;0,0;-0,65
124,799;0,0;-0,65
124,845;0,0;-0,65
124,906;0,0;-0,65
124,954;0,0;-0,65
125,015;0,0;-0,65
125,075;0,0;-0,65
125,130;0,0;-0,65
125,175;0,0;-0,65
125,215;0,0;-0,65
125,275;0,0;-0,65
125,317;0,0;-0,65
125,375;0,0;-0,65
125,430;0,0;-0,65
125,475;0,0;-0,65
125,515;0,0;-0,65
125,576;0,0;-0,65
125,624;0,0;-0,65
125,679;0,0;-0,65
125,741;0,0;-0,40
125,792;0,0;-0,40
125,831;0,0;-0,40
125,876;0,0;-0,40
125,924;0,0;-0,40
125,977;0,0;-0,40
126,014;0,0;-0,40
126,077;0,0;-0,40
126,114;0,0;-0,40
126,161;0,0;-0,40
126,214;0,0;-0,40
126,261;0,0;-0,40
126,309;0,0;-0,90
126,357;0,0;-0,90
126,409;0,0;-1,15
126,458;0,0;-1,15
126,498;0,0;-1,90
126,546;0,0;-1,90
126,594;0,0;-1,65
126,642;0,0;-1,65
126,678;0,0;-1,65
126,730;0,0;-1,65
126,779;0,0;-1,90
126,830;0,0;-1,90
126,879;0,0;-2,40
126,921;0,0;-2,40
126,963;0,0;-2,90
127,013;0,0;-2,90
127,063;0,0;-3,15
127,112;0,0;-3,15
127,180;0,0;-3,40
127,228;0,8;-3,40
127,280;0,8;-3,90
127,330;1,0;-3,90
127,380;1,0;-4,15
127,430;1,3;-4,15
127,481;1,3;-4,90
127,529;1,5;-4,90
127,580;1,5;-5,15
127,629;1,8;-5,15
127,681;1,8;-5,40
127,729;2,0;-5,40
127,780;2,0;-5,15
127,827;2,4;-5,15
127,880;2,4;-5,90
127,923;2,5;-5,90
127,962;2,5;-6,40
128,012;2,7;-6,40
128,062;2,7;-6,65
128,113;3,0;-6,65
128,162;3,0;-6,90
128,213;3,2;-6,90
128,259;3,2;-6,90
128,313;3,5;-6,90
128,362;3,5;-6,90
128,413;3,7;-6,90
128,462;3,7;-6,90
128,513;4,0;-6,90
128,562;4,0;-6,65
128,612;4,1;-6,65
128,660;4,1;-6,90
128,712;4,3;-6,90
128,761;4,3;-6,15
128,814;4,4;-6,15
128,863;4,4;-6,15
128,914;4,7;-6,15
128,962;4,7;-6,15
129,014;4,8;-6,15
129,062;4,8;-6,15
129,098;5,0;-6,15
129,160;5,0;-5,65
129,199;5,1;-5,65
129,246;5,1;-5,90
129,283;5,2;-5,90
129,330;5,2;-5,90
129,383;5,3;-5,90
129,426;5,3;-5,40
129,483;5,4;-5,40
129,546;5,4;-5,40
129,584;5,5;-5,40
129,631;5,5;-5,15
129,686;5,6;-5,15
129,741;5,6;-4,90
129,785;5,7;-4,90
129,844;5,7;-4,40
129,884;5,8;-4,40
129,932;5,8;-4,40
129,984;5,8;-4,40
130,031;5,8;-3,90
130,085;5,9;-3,90
130,132;5,9;-4,15
130,185;6,0;-4,15
130,233;6,0;-3,65
130,285;6,0;-3,65
130,327;6,0;-3,40
130,385;6,1;-3,40
130,432;6,1;-2,90
130,470;6,1;-2,90
130,518;6,1;-2,90
130,560;6,2;-2,90
130,617;6,2;-3,15
130,665;6,2;-3,15
130,712;6,2;-2,65
130,767;6,2;-2,65
130,818;6,2;-2,90
130,865;6,2;-2,90
130,919;6,2;-2,90
130,960;6,2;-2,90
131,019;6,2;-2,40
131,060;6,2;-2,40
131,118;6,2;-2,40
131,160;6,2;-2,40
131,210;6,2;-1,90
131,260;6,2;-1,90
131,317;6,2;-1,65
131,364;6,2;-1,65
131,418;6,2;-1,65
131,464;6,1;-1,65
131,512;6,1;-1,65
131,559;6,1;-1,65
131,609;6,1;-1,90
131,660;6,1;-1,90
131,719;6,1;-1,65
131,762;6,1;-1,65
131,819;6,1;-1,15
131,865;6,0;-1,15
131,910;6,0;-0,90
131,957;6,0;-0,90
132,018;6,0;-0,90
132,066;6,0;-0,90
132,109;6,0;-0,90
132,151;5,9;-0,90
132,192;5,9;-0,90
132,242;5,9;-0,90
132,287;5,9;-1,15
132,326;5,8;-1,15
132,359;5,8;-0,90
132,419;5,8;-0,90
132,466;5,8;-0,90
132,518;5,7;-0,90
132,559;5,7;-0,65
132,610;5,7;-0,65
132,659;5,7;-0,65
132,709;5,6;-0,65
132,758;5,6;-0,65
132,820;5,6;-0,65
132,887;5,6;-0,40
132,942;5,5;-0,40
132,988;5,5;-0,40
133,019;5,4;-0,40
133,066;5,4;-0,65
133,125;5,3;-0,65
133,172;5,3;-0,40
133,223;5,3;-0,40
133,258;5,3;-0,65
133,325;5,2;-0,65
133,388;5,2;-0,40
133,437;5,1;-0,40
133,489;5,1;-0,65
133,546;5,0;-0,65
133,591;5,0;-0,65
133,640;4,9;-0,65
133,689;4,9;-0,65
133,741;4,8;-0,65
133,789;4,8;-0,40
133,840;4,7;-0,40
133,889;4,7;-0,40
133,937;4,7;-0,40
133,969;4,7;-0,40
134,021;4,6;-0,40
134,068;4,6;-0,65
134,123;4,5;-0,65
134,173;4,5;-0,90
134,222;4,4;-0,90
134,269;4,4;-0,65
134,323;4,4;-0,65
134,372;4,4;-0,90
134,422;4,3;-0,90
134,473;4,3;-0,40
134,523;4,2;-0,40
134,573;4,2;-0,65
134,623;4,2;-0,65
134,672;4,2;-0,65
134,722;4,1;-0,65
134,769;4,1;-0,65
134,822;4,0;-0,65
134,874;4,0;-0,65
134,924;4,0;-0,65
134,974;4,0;-0,65
135,022;4,0;-0,65
135,072;4,0;-0,90
135,123;3,9;-0,90
135,173;3,9;-0,90
135,223;3,8;-0,90
135,273;3,8;-0,40
135,323;3,7;-0,40
135,373;3,7;-0,40
135,422;3,6;-0,40
135,469;3,6;0,10
135,523;3,5;0,10
135,570;3,5;-0,40
135,622;3,4;-0,40
135,673;3,4;-0,40
135,722;3,3;-0,40
135,772;3,3;-0,15
135,823;3,2;-0,15
135,873;3,2;-0,15
135,922;3,0;-0,15
135,969;3,0;0,10
136,023;2,9;0,10
136,073;2,9;-0,15
136,122;2,7;-0,15
136,172;2,7;-0,65
136,232;2,6;-0,65
136,291;2,6;-0,40
136,339;2,4;-0,40
136,391;2,4;-0,40
136,439;2,3;-0,40
136,491;2,3;-0,40
136,533;2,1;-0,40
136,591;2,1;-0,40
136,639;1,9;-0,40
136,692;1,9;-0,40
136,739;1,8;-0,40
136,792;1,8;-0,65
136,839;1,7;-0,65
136,891;1,7;-0,65
136,939;1,5;-0,65
136,992;1,5;-0,65
137,039;1,4;-0,65
137,092;1,4;-0,65
137,140;1,3;-0,65
137,192;1,3;-0,65
137,238;1,2;-0,65
137,293;1,2;-0,65
137,339;1,1;-0,65
137,393;1,1;-0,65
137,438;1,0;-0,65
137,493;1,0;-0,40
137,541;1,0;-0,40
137,598;1,0;-0,65
137,638;0,9;-0,65
137,694;0,9;-0,90
137,738;0,8;-0,90
137,794;0,8;-1,15
137,838;0,0;-1,15
137,894;0,0;-1,65
137,942;0,0;-1,65
137,994;0,0;-1,65
138,042;0,0;-1,65
138,095;0,0;-1,90
138,142;0,0;-1,90
138,195;0,0;-2,65
138,243;0,0;-2,65
138,295;0,0;-2,90
138,342;0,7;-2,90
138,379;0,7;-3,90
138,421;0,9;-3,90
138,471;0,9;-3,90
138,527;1,0;-3,90
138,574;1,0;-4,90
138,627;1,3;-4,90
138,670;1,3;-5,40
138,728;1,5;-5,40
138,770;1,5;-6,65
138,821;1,8;-6,65
138,870;1,8;-7,40
138,928;2,1;-7,40
138,969;2,1;-8,65
139,028;2,5;-8,65
139,076;2,5;-9,65
139,120;2,8;-9,65
139,168;2,8;-11,15
139,229;3,3;-11,15
139,270;3,3;-13,90
139,329;3,6;-13,90
139,376;3,6;-15,90
139,420;4,2;-15,90
139,467;4,2;-17,65
139,529;4,6;-17,65
139,577;4,6;-20,40
139,629;5,3;-20,40
139,677;5,3;-23,40
139,736;5,8;-23,40
139,797;5,8;-25,90
139,853;6,5;-25,90
139,898;6,5;-28,15
139,953;7,2;-28,15
139,998;7,2;-30,15
140,044;7,8;-30,15
140,098;7,8;-31,65
140,152;8,5;-31,65
140,198;8,5;-33,90
140,251;9,0;-33,90
140,299;9,0;-35,40
140,360;9,7;-35,40
140,415;9,7;-36,40
140,453;10,2;-36,40
140,498;10,2;-36,90
140,552;10,9;-36,90
140,598;10,9;-38,15
140,653;11,4;-38,15
140,699;11,4;-38,90
140,748;12,1;-38,90
140,799;12,1;-40,40
140,852;12,5;-40,40
140,902;12,5;-41,40
140,952;13,2;-41,40
141,002;13,2;-43,40
141,052;13,5;-43,40
141,100;13,5;-44,40
141,146;14,2;-44,40
141,184;14,2;-46,15
141,231;14,6;-46,15
141,278;14,6;-47,65
141,319;15,0;-47,65
141,368;15,0;-48,90
141,418;15,4;-48,90
141,468;15,4;-50,40
141,518;16,0;-50,40
141,576;16,0;-51,90
141,632;16,6;-51,90
141,684;16,6;-52,65
141,732;17,1;-52,65
141,784;17,1;-52,65
141,832;17,6;-52,65
141,885;17,6;-51,90
141,933;18,0;-51,90
141,984;18,0;-48,40
142,031;18,5;-48,40
142,079;18,5;-46,40
142,133;18,8;-46,40
142,180;18,8;-44,90
142,234;19,3;-44,90
142,284;19,3;-44,65
142,333;19,5;-44,65
142,381;19,5;-44,15
142,434;19,9;-44,15
142,484;19,9;-44,15
142,534;20,1;-44,15
142,581;20,1;-43,90
142,634;20,4;-43,90
142,681;20,4;-44,40
142,735;20,6;-44,40
142,781;20,6;-44,15
142,833;20,9;-44,15
142,881;20,9;-45,40
142,919;21,1;-45,40
142,967;21,1;-45,65
143,018;21,3;-45,65
143,068;21,3;-46,40
143,120;21,7;-46,40
143,166;21,7;-46,65
143,219;21,8;-46,65
143,266;21,8;-46,90
143,304;22,1;-46,90
143,341;22,1;-46,65
143,404;22,4;-46,65
143,451;22,4;-46,65
143,504;22,4;-46,65
143,551;22,4;-46,15
143,605;22,7;-46,15
143,652;22,7;-45,65
143,705;22,9;-45,65
143,756;22,9;-45,65
143,789;23,2;-45,65
143,837;23,2;-44,40
143,883;23,4;-44,40
143,942;23,4;-43,65
143,988;23,6;-43,65
144,037;23,6;-41,15
144,083;23,6;-41,15
144,137;23,6;-39,90
144,185;23,9;-39,90
144,233;23,9;-38,90
144,281;23,9;-38,90
144,332;23,9;-37,90
144,387;24,1;-37,90
144,449;24,1;-36,90
144,506;24,1;-36,90
144,564;24,1;-36,15
144,607;24,4;-36,15
144,655;24,4;-35,65
144,707;24,6;-35,65
144,750;24,6;-32,90
144,807;24,7;-32,90
144,853;24,7;-30,15
144,892;24,8;-30,15
144,939;24,8;-28,15
144,982;24,8;-28,15
145,032;24,8;-26,40
145,082;24,8;-26,40
145,139;24,8;-24,90
145,182;24,9;-24,90
145,238;24,9;-22,90
145,286;24,9;-22,90
145,340;24,9;-21,15
145,407;24,9;-21,15
145,454;24,9;-19,90
145,508;24,8;-19,90
145,554;24,8;-18,65
145,592;24,8;-18,65
145,642;24,8;-18,65
145,682;24,8;-18,65
145,751;24,8;-17,65
145,808;24,7;-17,65
145,856;24,7;-16,90
145,908;24,6;-16,90
145,963;24,6;-16,15
146,008;24,5;-16,15
146,056;24,5;-15,65
146,108;24,4;-15,65
146,164;24,4;-15,15
146,210;24,3;-15,15
146,257;24,3;-14,15
146,309;24,1;-14,15
146,364;24,1;-12,90
146,409;24,0;-12,90
146,457;24,0;-11,90
146,509;23,9;-11,90
146,567;23,9;-11,15
146,615;23,7;-11,15
146,664;23,7;-10,65
146,715;23,5;-10,65
146,762;23,5;-9,90
146,810;23,4;-9,90
146,858;23,4;-9,40
146,911;23,2;-9,40
146,963;23,2;-8,65
147,014;23,0;-8,65
147,061;23,0;-8,15
147,112;22,8;-8,15
147,163;22,8;-7,90
147,211;22,7;-7,90
147,260;22,7;-7,90
147,312;22,4;-7,90
147,359;22,4;-8,40
147,411;22,2;-8,40
147,459;22,2;-10,15
147,513;22,0;-10,15
147,561;22,0;-11,65
147,612;21,9;-11,65
147,660;21,9;-12,65
147,713;21,7;-12,65
147,763;21,7;-12,90
147,813;21,6;-12,90
147,871;21,6;-13,40
147,913;21,4;-13,40
147,963;21,4;-13,40
148,013;21,3;-13,40
148,063;21,3;-13,65
148,113;21,1;-13,65
148,163;21,1;-13,65
148,213;21,0;-13,65
148,263;21,0;-14,15
148,313;20,9;-14,15
148,362;20,9;-14,15
148,413;20,7;-14,15
148,461;20,7;-14,15
148,514;20,6;-14,15
148,562;20,6;-14,15
148,613;20,5;-14,15
148,662;20,5;-13,90
148,713;20,4;-13,90
148,763;20,4;-14,15
148,813;20,3;-14,15
148,864;20,3;-13,65
148,914;20,1;-13,65
148,962;20,1;-13,65
149,014;20,0;-13,65
149,061;20,0;-13,65
149,114;19,8;-13,65
149,162;19,8;-13,40
149,215;19,8;-13,40
149,261;19,8;-14,40
149,315;19,7;-14,40
149,362;19,7;-14,90
149,415;19,6;-14,90
149,462;19,6;-14,40
149,515;19,5;-14,40
149,563;19,5;-14,65
149,615;19,5;-14,65
149,663;19,5;-14,65
149,716;19,4;-14,65
149,763;19,4;-15,90
149,816;19,3;-15,90
149,872;19,3;-16,90
149,916;19,4;-16,90
149,964;19,4;-17,40
150,016;19,3;-17,40
150,061;19,3;-17,90
150,116;19,3;-17,90
150,162;19,3;-18,15
150,216;19,4;-18,15
150,263;19,4;-17,65
150,317;19,4;-17,65
150,361;19,4;-17,15
150,416;19,3;-17,15
150,463;19,3;-16,65
150,517;19,3;-16,65
150,573;19,3;-15,65
150,616;19,4;-15,65
150,660;19,4;-16,65
150,711;19,5;-16,65
150,752;19,5;-18,15
150,793;19,4;-18,15
150,834;19,4;-18,90
150,896;19,4;-18,90
150,961;19,4;-17,90
151,009;19,3;-17,90
151,052;19,3;-16,15
151,100;19,4;-16,15
151,153;19,4;-16,40
151,203;19,3;-16,40
151,253;19,3;-16,40
151,300;19,2;-16,40
151,354;19,2;-16,65
151,393;19,2;-16,65
151,454;19,2;-16,40
151,493;19,2;-16,40
151,555;19,2;-15,40
151,610;19,4;-15,40
151,655;19,4;-16,65
151,693;19,4;-16,65
151,755;19,4;-16,40
151,793;19,5;-16,40
151,855;19,5;-16,15
151,918;19,5;-16,15
151,960;19,5;-15,40
152,010;19,5;-15,40
152,060;19,5;-14,90
152,110;19,5;-14,90
152,156;19,5;-14,15
152,203;19,4;-14,15
152,256;19,4;-13,90
152,309;19,4;-13,90
152,357;19,4;-13,40
152,408;19,4;-13,40
152,456;19,4;-13,15
152,509;19,4;-13,15
152,557;19,4;-12,90
152,610;19,3;-12,90
152,657;19,3;-11,90
152,709;19,3;-11,90
152,773;19,3;-11,65
152,828;19,2;-11,65
152,889;19,2;-11,15
152,941;19,2;-11,15
152,988;19,2;-10,90
153,042;19,1;-10,90
153,094;19,1;-10,90
153,129;19,1;-10,90
153,189;19,1;-10,40
153,236;19,0;-10,40
153,290;19,0;-10,15
153,336;19,0;-10,15
153,390;19,0;-9,40
153,438;18,9;-9,40
153,490;18,9;-9,40
153,537;18,9;-9,40
153,590;18,9;-8,90
153,641;18,8;-8,90
153,691;18,8;-8,90
153,741;18,8;-8,90
153,790;18,8;-9,15
153,842;18,7;-9,15
153,892;18,7;-9,15
153,941;18,6;-9,15
154,002;18,6;-9,15
154,041;18,5;-9,15
154,090;18,5;-8,40
154,138;18,5;-8,40
154,191;18,5;-7,90
154,241;18,4;-7,90
154,291;18,4;-7,65
154,341;18,3;-7,65
154,391;18,3;-7,40
154,439;18,2;-7,40
154,491;18,2;-7,15
154,541;18,1;-7,15
154,591;18,1;-7,90
154,638;18,0;-7,90
154,691;18,0;-8,65
154,740;17,9;-8,65
154,790;17,9;-9,40
154,838;17,8;-9,40
154,891;17,8;-9,90
154,940;17,7;-9,90
154,990;17,7;-10,15
155,040;17,7;-10,15
155,091;17,7;-10,15
155,144;17,7;-10,15
155,190;17,7;-10,15
155,238;17,5;-10,15
155,292;17,5;-9,90
155,340;17,6;-9,90
155,391;17,6;-11,15
155,440;17,5;-11,15
155,490;17,5;-10,90
155,540;17,4;-10,90
155,589;17,4;-11,15
155,636;17,6;-11,15
155,693;17,6;-11,40
155,740;17,4;-11,40
155,792;17,4;-10,90
155,840;17,5;-10,90
155,889;17,5;-11,90
155,938;17,5;-11,90
155,992;17,5;-11,65
156,039;17,3;-11,65
156,090;17,3;-11,40
156,138;17,4;-11,40
156,193;17,4;-11,40
156,240;17,3;-11,40
156,289;17,3;-11,65
156,339;17,3;-11,65
156,401;17,3;-12,40
156,461;17,4;-12,40
156,510;17,4;-13,65
156,561;17,3;-13,65
156,606;17,3;-13,65
156,639;17,4;-13,65
156,693;17,4;-13,15
156,746;17,6;-13,15
156,778;17,6;-13,65
156,823;17,3;-13,65
156,862;17,3;-12,65
156,909;17,4;-12,65
156,963;17,4;-13,15
157,009;17,4;-13,15
157,063;17,4;-13,15
157,105;17,5;-13,15
157,138;17,5;-13,15
157,194;17,5;-13,15
157,239;17,5;-13,15
157,288;17,4;-13,15
157,347;17,4;-12,90
157,389;17,4;-12,90
157,438;17,4;-13,15
157,479;17,5;-13,15
157,522;17,5;-12,90
157,563;17,5;-12,90
157,605;17,5;-13,15
157,648;17,6;-13,15
157,695;17,6;-12,90
157,742;17,6;-12,90
157,796;17,6;-12,65
157,838;17,8;-12,65
157,889;17,8;-11,90
157,940;17,7;-11,90
157,988;17,7;-11,15
158,047;17,7;-11,15
158,095;17,7;-10,40
158,142;17,8;-10,40
158,204;17,8;-9,40
158,264;17,9;-9,40
158,311;17,9;-8,90
158,364;17,8;-8,90
158,404;17,8;-8,65
158,465;17,8;-8,65
158,512;17,8;-7,90
158,564;17,9;-7,90
158,612;17,9;-7,15
158,649;17,9;-7,15
158,697;17,9;-6,65
158,745;17,9;-6,65
158,804;17,9;-5,90
158,866;18,0;-5,90
158,904;18,0;-5,65
158,966;18,0;-5,65
159,013;18,0;-5,15
159,050;18,0;-5,15
159,098;18,0;-5,15
159,137;18,0;-5,15
159,186;18,0;-4,90
159,233;18,0;-4,90
159,271;18,0;-5,40
159,320;18,1;-5,40
159,367;18,1;-7,15
159,409;18,0;-7,15
159,467;18,0;-7,15
159,520;18,1;-7,15
159,567;18,1;-7,15
159,614;18,2;-7,15
159,651;18,2;-7,40
159,700;18,3;-7,40
159,747;18,3;-8,40
159,803;18,4;-8,40
159,851;18,4;-8,40
159,900;18,4;-8,40
159,948;18,4;-8,90
159,999;18,5;-8,90
160,046;18,5;-9,90
160,102;18,6;-9,90
160,149;18,6;-10,65
160,202;18,7;-10,65
160,252;18,7;-12,65
160,300;18,8;-12,65
160,348;18,8;-13,40
160,402;18,7;-13,40
160,451;18,7;-13,40
160,500;18,9;-13,40
160,548;18,9;-13,65
160,599;19,2;-13,65
160,652;19,2;-14,40
160,701;19,2;-14,40
160,751;19,2;-13,65
160,802;19,4;-13,65
160,851;19,4;-13,90
