Temps;Vitesse du véhicule;Courant batterie de traction mesuré par LBC
Temps;M-02-00;M-1B-00
sec;km/h;A
53,853;43,4;-26,15
53,906;43,4;-25,40
53,955;43,4;-25,40
54,007;43,4;-23,90
54,055;43,4;-23,90
54,106;43,4;-24,40
54,154;43,4;-24,40
54,208;43,4;-22,90
54,255;43,5;-22,90
54,307;43,5;-21,15
54,354;43,4;-21,15
54,417;43,4;-18,40
54,465;43,4;-18,40
54,524;43,4;-15,90
54,571;43,4;-15,90
54,623;43,4;-14,40
54,669;43,3;-14,40
54,724;43,3;-13,15
54,772;43,3;-13,15
54,823;43,3;-12,15
54,871;43,2;-12,15
54,923;43,2;-10,65
54,970;43,2;-10,65
55,023;43,2;-9,40
55,071;43,1;-9,40
55,123;43,1;-7,65
55,171;43,0;-7,65
55,225;43,0;-6,90
55,273;42,9;-6,90
55,324;42,9;-6,90
55,372;42,8;-6,90
55,423;42,8;-8,65
55,470;42,7;-8,65
55,524;42,7;-10,65
55,571;42,7;-10,65
55,619;42,7;-12,40
55,668;42,6;-12,40
55,724;42,6;-13,65
55,777;42,5;-13,65
55,824;42,5;-16,40
55,871;42,5;-16,40
55,924;42,5;-19,15
55,970;42,4;-19,15
56,025;42,4;-21,15
56,072;42,4;-21,15
56,124;42,4;-22,90
56,172;42,3;-22,90
56,226;42,3;-23,90
56,274;42,3;-23,90
56,324;42,3;-24,90
56,372;42,3;-24,90
56,424;42,3;-26,40
56,471;42,3;-26,40
56,516;42,3;-28,65
56,557;42,3;-28,65
56,593;42,3;-29,65
56,641;42,3;-29,65
56,694;42,3;-30,65
56,742;42,3;-30,65
56,793;42,3;-32,15
56,841;42,3;-32,15
56,893;42,3;-32,90
56,940;42,4;-32,90
56,994;42,4;-33,65
57,041;42,4;-33,65
57,094;42,4;-34,90
57,151;42,4;-34,90
57,193;42,4;-35,90
57,243;42,5;-35,90
57,294;42,5;-37,40
57,342;42,5;-37,40
57,394;42,5;-37,15
57,441;42,5;-37,15
57,495;42,5;-35,65
57,542;42,6;-35,65
57,595;42,6;-37,65
57,642;42,6;-37,65
57,695;42,6;-37,15
57,742;42,6;-37,15
57,796;42,6;-39,15
57,843;42,8;-39,15
57,896;42,8;-42,65
57,943;42,8;-42,65
57,996;42,8;-43,40
58,044;42,8;-43,40
58,097;42,8;-44,15
58,145;42,8;-44,15
58,197;42,8;-42,65
58,232;43,0;-42,65
58,279;43,0;-44,65
58,329;43,1;-44,65
58,377;43,1;-44,90
58,429;43,2;-44,90
58,477;43,2;-45,90
58,523;43,2;-45,90
58,572;43,2;-44,15
58,629;43,3;-44,15
58,678;43,3;-44,65
58,731;43,3;-44,65
58,777;43,3;-44,90
58,829;43,5;-44,90
58,877;43,5;-44,90
58,930;43,5;-44,90
58,977;43,5;-45,15
59,030;43,6;-45,15
59,078;43,6;-45,15
59,130;43,6;-45,15
59,162;43,6;-45,15
59,214;43,8;-45,15
59,261;43,8;-45,40
59,314;43,9;-45,40
59,362;43,9;-45,40
59,415;44,0;-45,40
59,478;44,0;-45,40
59,531;44,0;-45,40
59,578;44,0;-45,65
59,630;44,1;-45,65
59,678;44,1;-45,65
59,734;44,2;-45,65
59,781;44,2;-45,65
59,842;44,4;-45,65
59,900;44,4;-45,90
59,948;44,5;-45,90
60,000;44,5;-45,65
60,048;44,6;-45,65
60,101;44,6;-45,65
60,148;44,7;-45,65
60,201;44,7;-44,90
60,248;44,8;-44,90
60,285;44,8;-44,15
60,332;44,8;-44,15
60,379;44,8;-43,90
60,432;45,0;-43,90
60,479;45,0;-43,65
60,533;45,1;-43,65
60,580;45,1;-43,65
60,644;45,2;-43,65
60,702;45,2;-42,65
60,750;45,4;-42,65
60,802;45,4;-39,65
60,849;45,4;-39,65
60,902;45,4;-37,40
60,949;45,5;-37,40
61,002;45,5;-35,65
61,050;45,5;-35,65
61,082;45,5;-34,90
61,135;45,5;-34,90
61,183;45,5;-34,15
61,243;45,5;-34,15
61,302;45,5;-33,40
61,357;45,6;-33,40
61,402;45,6;-32,65
61,449;45,6;-32,65
61,502;45,6;-32,90
61,550;45,7;-32,90
61,603;45,7;-32,65
61,650;45,8;-32,65
61,682;45,8;-32,40
61,736;45,8;-32,40
61,783;45,8;-32,40
61,836;45,9;-32,40
61,883;45,9;-32,40
61,936;45,9;-32,40
61,983;45,9;-32,15
62,035;45,9;-32,15
62,083;45,9;-31,90
62,136;45,9;-31,90
62,184;45,9;-30,40
62,235;46,0;-30,40
62,283;46,0;-28,40
62,341;46,1;-28,40
62,387;46,1;-26,90
62,436;46,1;-26,90
62,484;46,1;-26,15
62,536;46,0;-26,15
62,586;46,0;-25,15
62,641;46,0;-25,15
62,688;46,0;-24,40
62,736;46,0;-24,40
62,783;46,0;-23,90
62,838;46,0;-23,90
62,885;46,0;-23,65
62,936;46,0;-23,65
62,984;46,0;-23,40
63,037;46,0;-23,40
63,085;46,0;-22,90
63,121;46,0;-22,90
63,169;46,0;-21,65
63,222;46,0;-21,65
63,270;46,0;-20,40
63,321;46,0;-20,40
63,369;46,0;-19,15
63,406;45,9;-19,15
63,453;45,9;-18,90
63,506;45,9;-18,90
63,554;45,9;-18,40
63,606;45,9;-18,40
63,654;45,9;-18,15
63,706;45,8;-18,15
63,755;45,8;-17,90
63,807;45,8;-17,90
63,853;45,8;-17,90
63,907;45,7;-17,90
63,955;45,7;-17,65
64,007;45,7;-17,65
64,056;45,7;-17,90
64,107;45,6;-17,90
64,155;45,6;-18,65
64,208;45,5;-18,65
64,254;45,5;-19,40
64,302;45,5;-19,40
64,366;45,5;-19,90
64,409;45,4;-19,90
64,456;45,4;-20,65
64,508;45,4;-20,65
64,556;45,4;-21,40
64,608;45,3;-21,40
64,643;45,3;-22,65
64,691;45,3;-22,65
64,741;45,3;-23,40
64,789;45,2;-23,40
64,834;45,2;-24,15
64,881;45,2;-24,15
64,943;45,2;-25,40
64,990;45,2;-25,40
65,042;45,2;-27,40
65,087;45,2;-27,40
65,141;45,2;-29,40
65,188;45,2;-29,40
65,241;45,2;-30,65
65,288;45,1;-30,65
65,335;45,1;-31,40
65,383;45,1;-31,40
65,455;45,1;-31,65
65,510;45,1;-31,65
65,564;45,1;-31,90
65,609;45,1;-31,90
65,668;45,1;-32,15
65,710;45,1;-32,15
65,757;45,1;-32,15
65,810;45,1;-32,15
65,869;45,1;-32,15
65,910;45,1;-32,15
65,957;45,1;-31,65
66,010;45,1;-31,65
66,058;45,1;-31,40
66,110;45,0;-31,40
66,158;45,0;-30,90
66,210;45,0;-30,90
66,259;45,0;-30,40
66,310;44,9;-30,40
66,358;44,9;-30,15
66,411;45,0;-30,15
66,473;45,0;-29,90
66,527;44,9;-29,90
66,574;44,9;-29,90
66,627;44,8;-29,90
66,674;44,8;-29,65
66,712;44,8;-29,65
66,760;44,8;-29,65
66,811;44,8;-29,65
66,859;44,8;-29,90
66,912;44,7;-29,90
66,960;44,7;-30,15
67,012;44,7;-30,15
67,059;44,7;-31,15
67,112;44,7;-31,15
67,160;44,7;-32,15
67,213;44,6;-32,15
67,260;44,6;-34,40
67,313;44,6;-34,40
67,361;44,6;-36,15
67,413;44,5;-36,15
67,461;44,5;-37,40
67,513;44,5;-37,40
67,563;44,5;-38,40
67,613;44,4;-38,40
67,661;44,4;-40,15
67,713;44,4;-40,15
67,761;44,4;-42,15
67,813;44,4;-42,15
67,861;44,4;-43,15
67,913;44,5;-43,15
67,960;44,5;-43,40
68,014;44,4;-43,40
68,056;44,4;-42,15
68,113;44,4;-42,15
68,160;44,4;-41,90
68,214;44,4;-41,90
68,262;44,4;-42,65
68,314;44,4;-42,65
68,362;44,4;-42,90
68,414;44,4;-42,90
68,461;44,4;-43,15
68,514;44,3;-43,15
68,563;44,3;-44,15
68,614;44,3;-44,15
68,661;44,3;-45,15
68,714;44,3;-45,15
68,761;44,3;-45,15
68,814;44,3;-45,15
68,861;44,3;-45,90
68,915;44,3;-45,90
68,962;44,3;-45,65
69,015;44,3;-45,65
69,062;44,3;-45,90
69,116;44,3;-45,90
69,164;44,3;-45,90
69,215;44,3;-45,90
69,263;44,3;-45,40
69,322;44,3;-45,40
69,370;44,3;-44,15
69,416;44,3;-44,15
69,471;44,3;-42,65
69,516;44,3;-42,65
69,564;44,3;-42,15
69,617;44,3;-42,15
69,667;44,3;-41,40
69,717;44,3;-41,40
69,753;44,3;-41,15
69,800;44,2;-41,15
69,849;44,2;-40,65
69,896;44,1;-40,65
69,949;44,1;-40,90
69,998;44,1;-40,90
70,049;44,1;-40,40
70,096;44,1;-40,40
70,148;44,1;-40,40
70,195;44,1;-40,40
70,250;44,1;-39,90
70,297;44,0;-39,90
70,349;44,0;-39,15
70,397;44,0;-39,15
70,449;44,0;-35,90
70,496;44,0;-35,90
70,549;44,0;-32,40
70,597;43,9;-32,40
70,650;43,9;-30,40
70,692;43,9;-30,40
70,750;43,9;-28,90
70,797;43,8;-28,90
70,850;43,8;-27,65
70,899;43,7;-27,65
70,950;43,7;-25,15
70,998;43,6;-25,15
71,050;43,6;-23,15
71,098;43,5;-23,15
71,150;43,5;-20,90
71,198;43,4;-20,90
71,250;43,4;-19,40
71,298;43,3;-19,40
71,351;43,3;-18,15
71,397;43,1;-18,15
71,451;43,1;-17,90
71,498;43,1;-17,90
71,550;43,1;-17,40
71,597;42,9;-17,40
71,650;42,9;-18,40
71,698;42,8;-18,40
71,750;42,8;-19,90
71,798;42,6;-19,90
71,852;42,6;-22,15
71,899;42,5;-22,15
71,950;42,5;-23,40
71,997;42,3;-23,40
72,051;42,3;-24,40
72,099;42,2;-24,40
72,153;42,2;-24,65
72,220;42,1;-24,65
72,252;42,1;-25,15
72,299;42,0;-25,15
72,355;42,0;-25,65
72,403;41,8;-25,65
72,452;41,8;-26,40
72,500;41,8;-26,40
72,552;41,8;-26,65
72,600;41,6;-26,65
72,653;41,6;-26,65
72,700;41,5;-26,65
72,752;41,5;-27,40
72,799;41,4;-27,40
72,853;41,4;-27,90
72,901;41,3;-27,90
72,951;41,3;-28,90
72,999;41,3;-28,90
73,052;41,3;-28,40
73,100;41,2;-28,40
73,152;41,2;-29,40
73,200;41,2;-29,40
73,252;41,2;-29,65
73,299;41,1;-29,65
73,356;41,1;-32,40
73,406;41,0;-32,40
73,453;41,0;-33,40
73,500;40,9;-33,40
73,546;40,9;-37,15
73,595;40,8;-37,15
73,653;40,8;-39,40
73,701;40,7;-39,40
73,753;40,7;-41,40
73,800;40,6;-41,40
73,854;40,6;-41,90
73,902;40,6;-41,90
73,953;40,6;-41,40
74,001;40,7;-41,40
74,054;40,7;-44,15
74,101;40,7;-44,15
74,153;40,7;-44,65
74,201;40,6;-44,65
74,254;40,6;-43,65
74,302;40,5;-43,65
74,354;40,5;-41,15
74,402;40,8;-41,15
74,454;40,8;-44,40
74,501;40,8;-44,40
74,554;40,8;-46,65
74,601;40,7;-46,65
74,655;40,7;-45,40
74,703;40,7;-45,40
74,754;40,7;-44,40
74,802;40,9;-44,40
74,855;40,9;-49,65
74,896;41,1;-49,65
74,954;41,1;-54,40
75,001;41,0;-54,40
75,055;41,0;-54,90
75,102;41,0;-54,90
75,155;41,0;-54,90
75,202;41,1;-54,90
75,255;41,1;-58,15
75,303;41,2;-58,15
75,354;41,2;-62,90
75,401;41,3;-62,90
75,456;41,3;-63,65
75,503;41,4;-63,65
75,557;41,4;-63,90
75,604;41,5;-63,90
75,655;41,5;-62,65
75,708;41,6;-62,65
75,754;41,6;-63,90
75,807;41,8;-63,90
75,855;41,8;-64,15
75,902;42,0;-64,15
75,956;42,0;-65,40
76,002;42,2;-65,40
76,041;42,2;-64,65
76,090;42,2;-64,65
76,149;42,2;-63,15
76,191;42,4;-63,15
76,241;42,4;-64,40
76,288;42,5;-64,40
76,342;42,5;-64,15
76,389;42,7;-64,15
76,441;42,7;-63,40
76,488;42,7;-63,40
76,527;42,7;-64,90
76,575;42,8;-64,90
76,626;42,8;-63,90
76,677;43,0;-63,90
76,727;43,0;-63,65
76,771;43,1;-63,65
76,827;43,1;-63,40
76,871;43,2;-63,40
76,927;43,2;-63,15
76,974;43,3;-63,15
77,027;43,3;-63,40
77,071;43,5;-63,40
77,127;43,5;-63,40
77,172;43,6;-63,40
77,228;43,6;-62,90
77,271;43,7;-62,90
77,328;43,7;-62,15
77,376;43,8;-62,15
77,412;43,8;-60,90
77,454;43,9;-60,90
77,504;43,9;-60,40
77,559;44,0;-60,40
77,604;44,0;-58,15
77,654;44,0;-58,15
77,701;44,0;-55,90
77,772;44,1;-55,90
77,829;44,1;-54,40
77,886;44,2;-54,40
77,929;44,2;-52,65
77,987;44,3;-52,65
78,029;44,3;-50,65
78,087;44,4;-50,65
78,130;44,4;-48,90
78,177;44,4;-48,90
78,230;44,4;-45,90
78,272;44,4;-45,90
78,330;44,4;-43,65
78,377;44,3;-43,65
78,430;44,3;-40,65
78,477;44,4;-40,65
78,530;44,4;-39,40
78,586;44,4;-39,40
78,631;44,4;-39,65
78,685;44,4;-39,65
78,731;44,4;-38,65
78,785;44,3;-38,65
78,831;44,3;-37,90
78,886;44,3;-37,90
78,931;44,3;-36,40
78,989;44,2;-36,40
79,031;44,2;-35,15
79,080;44,2;-35,15
79,132;44,2;-34,15
79,182;44,2;-34,15
79,231;44,2;-33,15
79,279;44,2;-33,15
79,332;44,2;-31,90
79,385;44,1;-31,90
79,432;44,1;-30,65
79,479;44,1;-30,65
79,516;44,1;-29,90
79,553;44,0;-29,90
79,602;44,0;-29,90
79,651;43,9;-29,90
79,698;43,9;-29,40
79,732;43,9;-29,40
79,785;43,9;-29,40
79,832;43,8;-29,40
79,880;43,8;-30,90
79,932;43,8;-30,90
79,974;43,8;-33,15
80,017;43,7;-33,15
80,065;43,7;-35,15
80,112;43,7;-35,15
80,164;43,7;-37,15
80,202;43,6;-37,15
80,252;43,6;-38,65
80,302;43,7;-38,65
80,353;43,7;-39,90
80,400;43,6;-39,90
80,450;43,6;-37,65
80,498;43,7;-37,65
80,555;43,7;-38,15
80,603;43,7;-38,15
80,652;43,7;-38,90
80,702;43,8;-38,90
80,751;43,8;-38,65
80,802;43,8;-38,65
80,850;43,8;-38,90
80,898;43,8;-38,90
80,951;43,8;-38,40
80,998;43,8;-38,40
81,052;43,8;-37,90
81,101;43,8;-37,90
81,151;43,8;-36,65
81,199;43,8;-36,65
81,253;43,8;-35,15
81,301;43,9;-35,15
81,352;43,9;-33,65
81,403;43,9;-33,65
81,451;43,9;-31,15
81,498;43,9;-31,15
81,536;43,9;-28,15
81,584;43,9;-28,15
81,636;43,9;-25,40
81,684;43,8;-25,40
81,735;43,8;-21,65
81,783;43,7;-21,65
81,836;43,7;-18,65
81,884;43,6;-18,65
81,936;43,6;-16,65
81,994;43,6;-16,65
82,036;43,6;-15,15
82,084;43,5;-15,15
82,136;43,5;-14,15
82,183;43,5;-14,15
82,237;43,5;-12,65
82,284;43,5;-12,65
82,337;43,5;-11,15
82,386;43,4;-11,15
82,437;43,4;-10,90
82,484;43,3;-10,90
82,537;43,3;-8,40
82,583;43,2;-8,40
82,637;43,2;-7,90
82,683;43,0;-7,90
82,737;43,0;-5,40
82,784;42,9;-5,40
82,838;42,9;-5,15
82,885;42,8;-5,15
82,938;42,8;-5,15
82,985;42,8;-5,15
83,038;42,8;-2,90
83,096;42,6;-2,90
83,138;42,6;-2,65
83,183;42,5;-2,65
83,239;42,5;-2,40
83,286;42,4;-2,40
83,323;42,4;-2,40
83,370;42,1;-2,40
83,401;42,1;-1,40
83,454;42,0;-1,40
83,501;42,0;1,10
83,550;41,9;1,10
83,597;41,9;6,85
83,640;41,8;6,85
83,682;41,8;12,85
83,740;41,7;12,85
83,782;41,7;16,35
83,840;41,4;16,35
83,891;41,4;20,10
83,954;41,2;20,10
84,002;41,2;23,60
84,049;40,9;23,60
84,082;40,9;26,60
84,140;40,7;26,60
84,187;40,7;30,60
84,240;40,3;30,60
84,282;40,3;33,35
84,340;40,1;33,35
84,382;40,1;34,35
84,442;39,6;34,35
84,489;39,6;35,85
84,541;39,3;35,85
84,588;39,3;37,35
84,625;38,8;37,35
84,666;38,8;38,35
84,714;38,6;38,35
84,764;38,6;39,35
84,815;38,3;39,35
84,873;38,3;40,10
84,915;37,8;40,10
84,982;37,8;32,10
85,042;37,4;32,10
85,081;37,4;23,85
85,141;37,2;23,85
85,182;37,2;20,35
85,241;36,8;20,35
85,289;36,8;17,35
85,341;36,6;17,35
85,381;36,6;14,10
85,442;36,4;14,10
85,489;36,4;12,60
85,542;36,2;12,60
85,589;36,2;13,85
85,642;36,0;13,85
85,690;36,0;14,85
85,747;35,8;14,85
85,795;35,8;16,60
85,843;35,5;16,60
85,896;35,5;17,35
85,943;35,4;17,35
85,981;35,4;18,10
86,043;35,1;18,10
86,091;35,1;18,60
86,143;34,9;18,60
86,197;34,9;19,35
86,245;34,6;19,35
86,292;34,6;20,10
86,343;34,4;20,10
86,382;34,4;20,60
86,444;34,1;20,60
86,491;34,1;21,10
86,544;33,8;21,10
86,597;33,8;21,60
86,644;33,5;21,60
86,692;33,5;21,85
86,745;33,3;21,85
86,791;33,3;23,10
86,844;33,0;23,10
86,891;33,0;25,85
86,945;32,8;25,85
86,992;32,8;29,10
87,045;32,4;29,10
87,095;32,4;31,10
87,145;32,1;31,10
87,196;32,1;33,60
87,246;31,7;33,60
87,296;31,7;34,60
87,345;31,4;34,60
87,393;31,4;36,10
87,447;30,9;36,10
87,494;30,9;37,35
87,546;30,5;37,35
87,595;30,5;37,85
87,646;30,0;37,85
87,694;30,0;38,10
87,741;29,6;38,10
87,782;29,6;37,35
87,823;29,1;37,35
87,864;29,1;37,10
87,905;28,8;37,10
87,967;28,8;36,60
88,029;28,4;36,60
88,085;28,4;33,35
88,132;27,9;33,35
88,186;27,9;29,35
88,233;27,4;29,35
88,282;27,4;26,35
88,321;27,1;26,35
88,362;27,1;24,85
88,403;26,8;24,85
88,444;26,8;24,10
88,485;26,5;24,10
88,527;26,5;23,60
88,588;26,2;23,60
88,650;26,2;22,10
88,691;25,8;22,10
88,733;25,8;20,85
88,773;25,6;20,85
88,814;25,6;20,10
88,855;25,3;20,10
88,896;25,3;19,60
88,957;24,9;19,60
89,019;24,9;19,85
89,060;24,6;19,85
89,101;24,6;22,35
89,142;24,3;22,35
89,183;24,3;23,85
89,223;24,1;23,85
89,264;24,1;25,10
89,306;23,7;25,10
89,366;23,7;26,60
89,429;23,4;26,60
89,461;23,4;28,60
89,501;22,8;28,60
89,541;22,8;33,35
89,582;22,2;33,35
89,623;22,2;37,35
89,660;21,4;37,35
89,709;21,4;39,85
89,744;20,6;39,85
89,785;20,6;38,60
89,826;19,8;38,60
89,888;19,8;36,10
89,945;18,9;36,10
89,994;18,9;33,35
90,044;17,6;33,35
90,094;17,6;31,10
90,145;16,9;31,10
90,192;16,9;28,10
90,230;15,8;28,10
90,277;15,8;26,35
90,314;15,1;26,35
90,360;15,1;25,10
90,414;14,4;25,10
90,460;14,4;22,85
90,514;13,5;22,85
90,560;13,5;20,85
90,614;13,0;20,85
90,660;13,0;17,85
90,715;12,1;17,85
90,760;12,1;16,10
90,815;11,6;16,10
90,860;11,6;13,85
90,915;10,7;13,85
90,962;10,7;12,60
91,016;10,2;12,60
91,063;10,2;10,60
91,116;9,4;10,60
91,164;9,4;9,35
91,216;8,9;9,35
91,258;8,9;7,85
91,316;8,4;7,85
91,360;8,4;6,35
91,417;7,7;6,35
91,463;7,7;5,35
91,501;7,0;5,35
91,548;7,0;3,60
91,593;6,6;3,60
91,648;6,6;3,10
91,717;5,9;3,10
91,751;5,9;2,10
91,801;5,5;2,10
91,850;5,5;1,60
91,899;5,0;1,60
91,944;5,0;0,85
91,991;4,4;0,85
92,049;4,4;0,10
92,118;3,9;0,10
92,174;3,9;-0,15
92,217;3,5;-0,15
92,257;3,5;-0,65
92,317;2,9;-0,65
92,358;2,9;-0,65
92,418;2,6;-0,65
92,465;2,6;-0,65
92,502;2,0;-0,65
92,549;2,0;-1,15
92,592;1,8;-1,15
92,641;1,8;-1,15
92,689;1,5;-1,15
92,751;1,5;-1,15
92,792;1,2;-1,15
92,851;1,2;-1,15
92,903;0,9;-1,15
92,959;0,9;-1,15
93,004;0,0;-1,15
93,051;0,0;-1,15
93,120;0,0;-1,15
93,158;0,0;-1,15
93,219;0,0;-1,15
93,273;0,0;-1,15
93,319;0,0;-1,15
93,373;0,0;-1,15
93,420;0,0;-1,15
93,468;0,0;-1,15
93,520;0,0;-1,15
93,573;0,0;-1,15
93,621;0,0;-1,15
93,673;0,0;-1,15
93,721;0,0;-1,15
93,768;0,0;-1,15
93,805;0,0;-1,15
93,841;0,0;-1,15
93,891;0,0;-1,15
93,941;0,0;-1,15
93,989;0,0;-1,15
94,040;0,0;-1,15
94,088;0,0;-1,15
94,124;0,0;-1,15
94,173;0,0;-1,15
94,221;0,0;-1,15
94,273;0,0;-1,15
94,321;0,0;-0,90
94,383;0,0;-0,90
94,421;0,0;-1,15
94,474;0,0;-1,15
94,522;0,0;-1,15
94,571;0,0;-1,15
94,622;0,0;-1,15
94,672;0,0;-1,15
94,723;0,0;-1,15
94,770;0,0;-1,15
94,801;0,0;-1,15
94,854;0,0;-1,15
94,907;0,0;-1,15
94,963;0,0;-1,15
95,007;0,0;-1,15
95,057;0,0;-1,15
95,103;0,0;-1,15
95,157;0,0;-1,15
95,206;0,0;-1,15
95,256;0,0;-1,15
95,303;0,0;-1,15
95,351;0,0;-1,15
95,406;0,0;-1,15
95,441;0,0;-1,15
95,489;0,0;-1,15
95,541;0,0;-1,15
95,590;0,0;-1,15
95,641;0,0;-1,15
95,689;0,0;-1,15
95,741;0,0;-1,15
95,796;0,0;-1,15
95,873;0,0;-1,15
95,925;0,0;-1,15
95,973;0,0;-1,15
96,026;0,0;-1,15
96,073;0,0;-1,15
96,126;0,0;-1,15
96,172;0,0;-1,15
96,226;0,0;-1,15
96,273;0,0;-1,15
96,327;0,0;-1,15
96,375;0,0;-1,15
96,427;0,0;-1,15
96,472;0,0;-1,15
96,527;0,0;-1,15
96,572;0,0;-1,15
96,627;0,0;-1,15
96,675;0,0;-1,15
96,727;0,0;-1,15
96,772;0,0;-1,15
96,827;0,0;-0,65
96,875;0,0;-0,65
96,928;0,0;-0,65
96,975;0,0;-0,65
97,028;0,0;-0,65
97,072;0,0;-0,65
97,129;0,0;-0,65
97,171;0,0;-0,65
97,229;0,0;-0,65
97,275;0,0;-0,65
97,313;0,0;-0,65
97,355;0,0;-0,65
97,404;0,0;-0,65
97,461;0,0;-0,65
97,504;0,0;-0,65
97,554;0,0;-0,65
97,604;0,0;-0,65
97,662;0,0;-0,65
97,709;0,0;-0,65
97,763;0,0;-0,65
97,804;0,0;-0,65
97,861;0,0;-0,65
97,904;0,0;-0,65
97,963;0,0;-0,65
98,010;0,0;-0,65
98,062;0,0;-0,65
98,104;0,0;-0,65
98,162;0,0;-0,65
98,210;0,0;-0,65
98,254;0,0;-0,65
98,301;0,0;-0,65
98,362;0,0;-0,65
98,404;0,0;-0,65
98,454;0,0;-0,65
98,503;0,0;-0,65
98,563;0,0;-0,65
98,610;0,0;-0,65
98,654;0,0;-0,65
98,703;0,0;-0,65
98,754;0,0;-0,65
98,801;0,0;-0,65
98,863;0,0;-0,65
98,910;0,0;-0,65
98,953;0,0;-0,65
99,001;0,0;-0,65
99,064;0,0;-0,65
99,103;0,0;-0,65
99,163;0,0;-0,65
99,212;0,0;-0,65
99,253;0,0;-0,65
99,301;0,0;-0,65
99,353;0,0;-0,65
99,401;0,0;-0,65
99,451;0,0;-0,65
99,502;0,0;-0,65
99,552;0,0;-0,65
99,600;0,0;-0,65
99,632;0,0;-0,65
99,685;0,0;-0,65
99,733;0,0;-0,65
99,780;0,0;-0,65
99,834;0,0;-0,65
99,886;0,0;-0,65
99,934;0,0;-0,65
99,986;0,0;-0,40
100,036;0,0;-0,40
100,083;0,0;-0,65
100,136;0,0;-0,65
100,184;0,0;-0,65
100,235;0,0;-0,65
100,282;0,0;-0,65
100,336;0,0;-0,65
100,384;0,0;-0,65
100,435;0,0;-0,65
100,482;0,0;-0,65
100,536;0,0;-0,65
100,583;0,0;-0,40
100,635;0,0;-0,40
100,683;0,0;-0,65
100,735;0,0;-0,65
100,783;0,0;-0,65
100,836;0,0;-0,65
100,885;0,0;-0,65
100,935;0,0;-0,65
100,984;0,0;-0,40
101,035;0,0;-0,40
101,085;0,0;-0,65
101,135;0,0;-0,65
101,184;0,0;-0,65
101,235;0,0;-0,65
101,284;0,0;-0,65
101,335;0,0;-0,65
101,395;0,0;-0,65
101,436;0,0;-0,65
101,484;0,0;-0,40
101,536;0,0;-0,40
101,584;0,0;-0,40
101,636;0,0;-0,40
101,685;0,0;-0,65
101,736;0,0;-0,65
101,784;0,0;-0,65
101,836;0,0;-0,65
101,884;0,0;-0,65
101,937;0,0;-0,65
101,984;0,0;-0,65
102,037;0,0;-0,65
102,084;0,0;-0,65
102,137;0,0;-0,65
102,184;0,0;-0,65
102,238;0,0;-0,65
102,298;0,0;-0,65
102,338;0,0;-0,65
102,385;0,0;-0,65
102,438;0,0;-0,65
102,485;0,0;-0,40
102,538;0,0;-0,40
102,584;0,0;-0,65
102,638;0,0;-0,65
102,684;0,0;-0,65
102,743;0,0;-0,65
102,800;0,0;-0,65
102,854;0,0;-0,65
102,902;0,0;-0,65
102,954;0,0;-0,65
103,000;0,0;-0,65
103,056;0,0;-0,65
103,100;0,0;-0,65
103,156;0,0;-0,65
103,202;0,0;-0,65
103,256;0,0;-0,65
103,311;0,0;-0,65
103,355;0,0;-0,65
103,402;0,0;-0,65
103,455;0,0;-0,65
103,502;0,0;-0,65
103,566;0,0;-0,65
103,613;0,0;-0,65
103,672;0,0;-0,65
103,716;0,0;-0,65
103,772;0,0;-0,65
103,840;0,0;-0,65
103,882;0,0;-0,65
103,941;0,0;-0,65
103,987;0,0;-0,65
104,025;0,0;-0,65
104,066;0,0;-0,65
104,114;0,0;-0,65
104,172;0,0;-0,65
104,216;0,0;-0,65
104,266;0,0;-0,65
104,325;0,0;-0,65
104,372;0,0;-0,65
104,416;0,0;-0,65
104,465;0,0;-0,65
104,515;0,0;-0,65
104,573;0,0;-0,65
104,615;0,0;-0,65
104,673;0,0;-0,65
104,719;0,0;-0,40
104,765;0,0;-0,40
104,801;0,0;-0,65
104,841;0,0;-0,65
104,882;0,0;-0,65
104,942;0,0;-0,65
104,982;0,0;-0,40
105,042;0,0;-0,40
105,089;0,0;-0,65
105,142;0,0;-0,65
105,182;0,0;-0,65
105,242;0,0;-0,65
105,281;0,0;-0,65
105,342;0,0;-0,65
105,381;0,0;-0,65
105,432;0,0;-0,65
105,481;0,0;-0,65
105,542;0,0;-0,65
105,589;0,0;-0,65
105,643;0,0;-0,65
105,681;0,0;-0,40
105,743;0,0;-0,40
105,781;0,0;-0,65
105,843;0,0;-0,65
105,881;0,0;-0,65
105,943;0,0;-0,65
105,981;0,0;-0,65
106,028;0,0;-0,65
106,080;0,0;-0,65
106,127;0,0;-0,65
106,164;0,0;-0,65
106,211;0,0;-0,65
106,253;0,0;-0,40
106,297;0,0;-0,40
106,344;0,0;-0,65
106,380;0,0;-0,65
106,444;0,0;-0,65
106,480;0,0;-0,65
106,544;0,0;-0,65
106,592;0,0;-0,65
106,645;0,0;-0,65
106,695;0,0;-0,65
106,745;0,0;-0,65
106,793;0,0;-0,65
106,846;0,0;-0,65
106,892;0,0;-0,65
106,945;0,0;-0,65
106,980;0,0;-0,65
107,029;0,0;-0,65
107,078;0,0;-0,65
107,125;0,0;-0,65
107,177;0,0;-0,65
107,213;0,0;-0,65
107,262;0,0;-0,65
107,313;0,0;-0,65
107,363;0,0;-0,65
107,413;0,0;-0,65
107,462;0,0;-0,65
107,513;0,0;-0,65
